,State,Year,Quarter,District_pincode,Transaction_count,Transaction_amount
4799,Madhya Pradesh,2021,1,462001,2567784,4163932827
4800,Madhya Pradesh,2021,1,455001,2284442,3592982816
4801,Madhya Pradesh,2021,1,452016,1784180,2566937157
4802,Madhya Pradesh,2021,1,452020,1717447,2091704740
4803,Madhya Pradesh,2021,1,462022,1690582,1841285116
4804,Madhya Pradesh,2021,2,462008,57596018,1.01902E+11
4805,Madhya Pradesh,2021,2,452005,15823586,28475955866
4806,Madhya Pradesh,2021,2,482001,2855889,5204968518
4807,Madhya Pradesh,2021,2,462001,2370403,4281025788
4808,Madhya Pradesh,2021,2,455001,2302486,3993109709
4809,Madhya Pradesh,2021,2,452010,2206070,3293341963
4810,Madhya Pradesh,2021,2,452016,1499795,2613982956
4811,Madhya Pradesh,2021,2,482002,1485190,3016062223
4812,Madhya Pradesh,2021,2,474003,1462678,3035718858
4813,Madhya Pradesh,2021,2,462022,1427896,1878688340
4814,Madhya Pradesh,2021,3,462008,74987334,1.11259E+11
4815,Madhya Pradesh,2021,3,452005,22164070,34600062075
4816,Madhya Pradesh,2021,3,452010,4126900,5116995913
4817,Madhya Pradesh,2021,3,462001,4073176,6413114866
4818,Madhya Pradesh,2021,3,482001,4031874,6533062681
4819,Madhya Pradesh,2021,3,452001,3814262,4939628152
4820,Madhya Pradesh,2021,3,455001,3411019,5155527776
4821,Madhya Pradesh,2021,3,452016,2531200,3787124072
4822,Madhya Pradesh,2021,3,482002,2368726,4169091721
4823,Madhya Pradesh,2021,3,452020,2340962,2917120877
4824,Madhya Pradesh,2021,4,462008,97987017,1.45639E+11
4825,Madhya Pradesh,2021,4,452005,29248862,46290695147
4826,Madhya Pradesh,2021,4,452010,5218813,6467043621
4827,Madhya Pradesh,2021,4,452001,5218642,6458915107
4828,Madhya Pradesh,2021,4,482001,5053220,8127214279
4829,Madhya Pradesh,2021,4,462001,4713553,7350145337
4830,Madhya Pradesh,2021,4,455001,4258695,6645714915
4831,Madhya Pradesh,2021,4,452016,3186800,4819897276
4832,Madhya Pradesh,2021,4,482002,3144266,5557372411
4833,Madhya Pradesh,2021,4,452020,3140760,3797721235
4834,Madhya Pradesh,2022,1,462008,119378084,1.72143E+11
4835,Madhya Pradesh,2022,1,452005,31734667,48510760291
4836,Madhya Pradesh,2022,1,452010,5959407,7263031626
4837,Madhya Pradesh,2022,1,452001,5914289,7022464204
4838,Madhya Pradesh,2022,1,482001,5835918,9193584004
4839,Madhya Pradesh,2022,1,462001,5434974,8295117043
4840,Madhya Pradesh,2022,1,455001,4842367,7496773909
4841,Madhya Pradesh,2022,1,452020,3814949,4530100209
4842,Madhya Pradesh,2022,1,452016,3736352,5627028238
4843,Madhya Pradesh,2022,1,482002,3535166,6311233940
4844,Madhya Pradesh,2022,2,462008,137837715,1.98147E+11
4845,Madhya Pradesh,2022,2,452005,32975727,49649233332
4846,Madhya Pradesh,2022,2,452010,7218657,8588780340
4847,Madhya Pradesh,2022,2,452001,7076259,8193327848
4848,Madhya Pradesh,2022,2,482001,7032988,10760742333
4849,Madhya Pradesh,2022,2,462001,6697994,10032979289
4850,Madhya Pradesh,2022,2,455001,5419403,8410016000
4851,Madhya Pradesh,2022,2,452016,4554580,6766903711
4852,Madhya Pradesh,2022,2,452020,4540833,5308580646
4853,Madhya Pradesh,2022,2,482002,4137398,7303848629
4854,Madhya Pradesh,2022,3,480001,164538285,2.29267E+11
4855,Madhya Pradesh,2022,3,452005,77073821,1.01859E+11
4856,Madhya Pradesh,2022,3,462001,71155689,88368119988
4857,Madhya Pradesh,2022,3,462008,45855523,61686718220
4858,Madhya Pradesh,2022,3,452001,7471847,8380329352
4859,Madhya Pradesh,2022,3,452010,7434496,8613771375
4860,Madhya Pradesh,2022,3,482001,7298840,10084918117
4861,Madhya Pradesh,2022,3,455001,5949409,8464115413
4862,Madhya Pradesh,2022,3,452016,4729334,6525836938
4863,Madhya Pradesh,2022,3,452020,4724444,5158456073
4864,Madhya Pradesh,2022,4,480001,240053791,3.41861E+11
4865,Madhya Pradesh,2022,4,462001,97808901,1.2847E+11
4866,Madhya Pradesh,2022,4,452005,87303087,1.20222E+11
4867,Madhya Pradesh,2022,4,462008,47477990,64112954200
4868,Madhya Pradesh,2022,4,452010,8385618,9603879189
4869,Madhya Pradesh,2022,4,452001,8324463,9357366073
4870,Madhya Pradesh,2022,4,484001,7999283,10647567574
4871,Madhya Pradesh,2022,4,455001,6345033,9374516188
4872,Madhya Pradesh,2022,4,482001,6308229,8847328415
4873,Madhya Pradesh,2022,4,456006,5717266,8822242706
4874,Madhya Pradesh,2023,1,452010,14391624,15680458030
4875,Madhya Pradesh,2023,1,452001,14094641,14822292290
4876,Madhya Pradesh,2023,1,455001,10566960,14874334816
4877,Madhya Pradesh,2023,1,452016,9754124,12833893570
4878,Madhya Pradesh,2023,1,452020,9635966,9858637706
4879,Madhya Pradesh,2023,1,462001,9437009,13241536953
4880,Madhya Pradesh,2023,1,482002,8155813,12886924293
4881,Madhya Pradesh,2023,1,480001,7298063,10150946108
4882,Madhya Pradesh,2023,1,456006,7137453,10581745693
4883,Madhya Pradesh,2023,1,452056,7100822,6850712272
4884,Madhya Pradesh,2023,2,452010,16775309,17599630935
4885,Madhya Pradesh,2023,2,452001,15444170,16225695598
4886,Madhya Pradesh,2023,2,455001,11754423,16267757379
4887,Madhya Pradesh,2023,2,452016,11289518,14592601524
4888,Madhya Pradesh,2023,2,452020,10607233,10763494980
4889,Madhya Pradesh,2023,2,462001,10472913,14299584232
4890,Madhya Pradesh,2023,2,482002,9291906,14120594466
4891,Madhya Pradesh,2023,2,480001,8338427,11524539430
4892,Madhya Pradesh,2023,2,456006,8186052,11792395966
4893,Madhya Pradesh,2023,2,452003,8015376,9036271011
4894,Madhya Pradesh,2023,3,452010,19298599,19212876500
4895,Madhya Pradesh,2023,3,452001,18110426,18120822548
4896,Madhya Pradesh,2023,3,455001,13609907,17194150308
4897,Madhya Pradesh,2023,3,452016,13066512,15588396714
4898,Madhya Pradesh,2023,3,452020,12363524,11658280655
4899,Madhya Pradesh,2023,3,462001,12129782,15064254894
4900,Madhya Pradesh,2023,3,482002,10537290,14547796501
4901,Madhya Pradesh,2023,3,456006,10120947,13008699982
4902,Madhya Pradesh,2023,3,480001,9391891,11580334615
4903,Madhya Pradesh,2023,3,452003,9306155,9905344606
4904,Madhya Pradesh,2023,4,452010,20950261,21104165411
4905,Madhya Pradesh,2023,4,452001,18888347,19491994648
4906,Madhya Pradesh,2023,4,455001,15536466,19816607018
4907,Madhya Pradesh,2023,4,452016,14482687,17416510489
4908,Madhya Pradesh,2023,4,462001,13730162,17507846046
4909,Madhya Pradesh,2023,4,452020,13352580,12880062654
4910,Madhya Pradesh,2023,4,482002,12043670,16960625428
4911,Madhya Pradesh,2023,4,456006,10776055,14378720845
4912,Madhya Pradesh,2023,4,480001,10282996,13225709614
4913,Madhya Pradesh,2023,4,452003,10232153,11022338708
4914,Madhya Pradesh,2024,1,452010,22766054,22481914367
4915,Madhya Pradesh,2024,1,452001,20416904,20484162197
4916,Madhya Pradesh,2024,1,455001,17693337,21860082492
4917,Madhya Pradesh,2024,1,452016,16782367,19824648571
4918,Madhya Pradesh,2024,1,452020,15863545,14822267572
4919,Madhya Pradesh,2024,1,462001,14759751,18517087383
4920,Madhya Pradesh,2024,1,482002,13259939,18507080441
4921,Madhya Pradesh,2024,1,456006,12625183,16211752430
4922,Madhya Pradesh,2024,1,457001,11804608,17405309173
4923,Madhya Pradesh,2024,1,480001,11698033,14885130640
4924,Maharashtra,2018,1,400008,2227885,3105208723
4925,Maharashtra,2018,1,411001,1055656,1413523606
4926,Maharashtra,2018,1,411057,168299,280533305
4927,Maharashtra,2018,1,410501,156090,192733706
4928,Maharashtra,2018,1,400606,121105,201559878
4929,Maharashtra,2018,1,411033,118850,165427380
4930,Maharashtra,2018,1,411014,114748,209175472
4931,Maharashtra,2018,1,431003,104719,116259679
4932,Maharashtra,2018,1,411041,101787,119594030
4933,Maharashtra,2018,1,421302,95135,137262044
4934,Maharashtra,2018,2,400008,2631405,4703762207
4935,Maharashtra,2018,2,411001,1316115,2145613784
4936,Maharashtra,2018,2,411057,242519,422304489
4937,Maharashtra,2018,2,410501,218820,316770191
4938,Maharashtra,2018,2,411014,166457,324218025
4939,Maharashtra,2018,2,411033,157641,261252656
4940,Maharashtra,2018,2,400606,148846,279715773
4941,Maharashtra,2018,2,421302,135128,270573715
4942,Maharashtra,2018,2,411041,133107,189328051
4943,Maharashtra,2018,2,431003,130057,200245076
4944,Maharashtra,2018,3,400008,3111609,5436005565
4945,Maharashtra,2018,3,411001,1689517,2829639683
4946,Maharashtra,2018,3,410501,508646,591587000
4947,Maharashtra,2018,3,411057,422874,611270873
4948,Maharashtra,2018,3,411014,265735,483326747
4949,Maharashtra,2018,3,411033,238408,390743517
4950,Maharashtra,2018,3,431003,204502,302541720
4951,Maharashtra,2018,3,421302,201404,447312675
4952,Maharashtra,2018,3,411028,200254,344862780
4953,Maharashtra,2018,3,411041,189200,286384152
4954,Maharashtra,2018,4,400008,4586309,8474903607
4955,Maharashtra,2018,4,411001,2176631,3917444399
4956,Maharashtra,2018,4,411057,652006,884095179
4957,Maharashtra,2018,4,410501,518442,769817706
4958,Maharashtra,2018,4,411014,420715,700159715
4959,Maharashtra,2018,4,421302,400213,785501092
4960,Maharashtra,2018,4,411028,376373,529931831
4961,Maharashtra,2018,4,411033,344206,531815629
4962,Maharashtra,2018,4,400708,314305,368619265
4963,Maharashtra,2018,4,400072,289541,484031731
4964,Maharashtra,2019,1,400008,6494529,10238553959
4965,Maharashtra,2019,1,411006,5641935,9202990658
4966,Maharashtra,2019,1,411001,2376027,3441020708
4967,Maharashtra,2019,1,411057,1291680,1352213399
4968,Maharashtra,2019,1,410501,936769,1088531393
4969,Maharashtra,2019,1,411033,705098,796780364
4970,Maharashtra,2019,1,411014,703615,1011657286
4971,Maharashtra,2019,1,421302,650588,1016319466
4972,Maharashtra,2019,1,411028,593884,747314893
4973,Maharashtra,2019,1,411041,578580,575340284
4974,Maharashtra,2019,2,411006,22544991,34073354894
4975,Maharashtra,2019,2,400008,6827030,12401411002
4976,Maharashtra,2019,2,411057,2165856,1701151988
4977,Maharashtra,2019,2,411033,1250933,1052200366
4978,Maharashtra,2019,2,411014,1105699,1253903072
4979,Maharashtra,2019,2,411041,994726,710421677
4980,Maharashtra,2019,2,411028,822458,919595180
4981,Maharashtra,2019,2,410501,816802,1127101248
4982,Maharashtra,2019,2,411046,736036,711637511
4983,Maharashtra,2019,2,440002,684074,1196325636
4984,Maharashtra,2019,3,411006,25995035,42031275308
4985,Maharashtra,2019,3,400008,7234595,14467758895
4986,Maharashtra,2019,3,411057,4113075,2568524078
4987,Maharashtra,2019,3,411033,2374065,1596921146
4988,Maharashtra,2019,3,411014,2158511,1880558906
4989,Maharashtra,2019,3,411041,1863384,1151240194
4990,Maharashtra,2019,3,411028,1473236,1359277973
4991,Maharashtra,2019,3,411046,1399162,1112254283
4992,Maharashtra,2019,3,411038,1367646,963376797
4993,Maharashtra,2019,3,410501,1268839,1480979342
4994,Maharashtra,2019,4,411006,32779718,51360244641
4995,Maharashtra,2019,4,400008,10498727,22289347328
4996,Maharashtra,2019,4,411057,5242853,3141185779
4997,Maharashtra,2019,4,411004,4505845,5714251439
4998,Maharashtra,2019,4,411014,3033141,2406336858
4999,Maharashtra,2019,4,411033,3008684,2018214639
5000,Maharashtra,2019,4,411041,2544534,1467560437
5001,Maharashtra,2019,4,411028,1970393,1750661973
5002,Maharashtra,2019,4,411046,1918669,1432422962
5003,Maharashtra,2019,4,411038,1808324,1188240881
5004,Maharashtra,2020,1,411004,43278566,64894935104
5005,Maharashtra,2020,1,400070,10817537,21066837486
5006,Maharashtra,2020,1,411057,5637564,3498481663
5007,Maharashtra,2020,1,411014,3577288,2709270513
5008,Maharashtra,2020,1,411033,3338361,2293643428
5009,Maharashtra,2020,1,411041,2822563,1654901854
5010,Maharashtra,2020,1,440012,2572365,5224820486
5011,Maharashtra,2020,1,411046,2258157,1670905374
5012,Maharashtra,2020,1,411028,2249726,1954542699
5013,Maharashtra,2020,1,410501,2085583,2215056415
5014,Maharashtra,2020,2,411004,27617700,58352702891
5015,Maharashtra,2020,2,400070,6133707,13985785943
5016,Maharashtra,2020,2,444510,1773268,4869612766
5017,Maharashtra,2020,2,440012,1695433,4365896359
5018,Maharashtra,2020,2,411057,1566812,1588831343
5019,Maharashtra,2020,2,411033,1473583,1470500760
5020,Maharashtra,2020,2,410501,1370197,1438917505
5021,Maharashtra,2020,2,421302,1268368,1772795395
5022,Maharashtra,2020,2,411014,1246164,1342419964
5023,Maharashtra,2020,2,431003,1144503,1537431833
5024,Maharashtra,2020,3,411004,49082232,94100767700
5025,Maharashtra,2020,3,400070,9322422,19921445455
5026,Maharashtra,2020,3,410501,2801571,3007329077
5027,Maharashtra,2020,3,411033,2579266,2455050778
5028,Maharashtra,2020,3,411057,2246332,1998570490
5029,Maharashtra,2020,3,411014,2096814,2005776006
5030,Maharashtra,2020,3,431001,1958007,3661800243
5031,Maharashtra,2020,3,431003,1924441,2632272615
5032,Maharashtra,2020,3,440012,1886074,4404411880
5033,Maharashtra,2020,3,411041,1815596,1737159508
5034,Maharashtra,2020,4,411004,48628369,83733590847
5035,Maharashtra,2020,4,400070,10292942,19437071904
5036,Maharashtra,2020,4,410501,5088128,4921388817
5037,Maharashtra,2020,4,444510,4444889,10914140072
5038,Maharashtra,2020,4,411033,4384385,3846739779
5039,Maharashtra,2020,4,411014,4117739,3458693808
5040,Maharashtra,2020,4,411057,3737410,3034627309
5041,Maharashtra,2020,4,431003,3183797,4104217115
5042,Maharashtra,2020,4,411041,3105570,2764392023
5043,Maharashtra,2020,4,411046,3049281,3141625297
5044,Maharashtra,2021,1,411004,99287169,1.42692E+11
5045,Maharashtra,2021,1,400070,25090098,39416189451
5046,Maharashtra,2021,1,444510,14752939,29459240171
5047,Maharashtra,2021,1,410501,5597174,5283710135
5048,Maharashtra,2021,1,411033,5167231,4454661004
5049,Maharashtra,2021,1,411014,5011718,4006389874
5050,Maharashtra,2021,1,411057,4560933,3672139834
5051,Maharashtra,2021,1,411041,3970507,3298137066
5052,Maharashtra,2021,1,440012,3927031,7099760065
5053,Maharashtra,2021,1,411046,3668053,3582816059
5054,Maharashtra,2021,2,411004,120795663,1.86134E+11
5055,Maharashtra,2021,2,400070,27988960,44355645216
5056,Maharashtra,2021,2,444510,25401557,51689666318
5057,Maharashtra,2021,2,410501,5820240,5718928169
5058,Maharashtra,2021,2,440012,4911423,9162320984
5059,Maharashtra,2021,2,411033,4333078,4447067831
5060,Maharashtra,2021,2,431001,4313072,7018036781
5061,Maharashtra,2021,2,411014,3826381,3573102471
5062,Maharashtra,2021,2,412105,3522643,4155458264
5063,Maharashtra,2021,2,411057,3471054,3320265999
5064,Maharashtra,2021,3,411004,155523883,2.17401E+11
5065,Maharashtra,2021,3,444510,45378525,84950919432
5066,Maharashtra,2021,3,400070,35253876,52493227093
5067,Maharashtra,2021,3,410501,8483378,7512931034
5068,Maharashtra,2021,3,431001,6658569,9795663071
5069,Maharashtra,2021,3,411033,6391773,5955974411
5070,Maharashtra,2021,3,411014,6153220,5254893792
5071,Maharashtra,2021,3,411057,5518690,4869776611
5072,Maharashtra,2021,3,440012,5494787,9251767920
5073,Maharashtra,2021,3,412105,5234434,5620948988
5074,Maharashtra,2021,4,411004,185423020,2.59406E+11
5075,Maharashtra,2021,4,444510,55162139,1.03213E+11
5076,Maharashtra,2021,4,400070,50340367,73187916009
5077,Maharashtra,2021,4,410501,10198767,9264010975
5078,Maharashtra,2021,4,431001,8557377,12404503528
5079,Maharashtra,2021,4,411014,7890419,6868558294
5080,Maharashtra,2021,4,411033,7862205,7410840169
5081,Maharashtra,2021,4,411057,7136353,6247408884
5082,Maharashtra,2021,4,431003,6407291,8067351257
5083,Maharashtra,2021,4,412105,6367461,6993658659
5084,Maharashtra,2022,1,411004,209101358,2.85006E+11
5085,Maharashtra,2022,1,444510,69862188,1.29741E+11
5086,Maharashtra,2022,1,400070,56011211,80794740860
5087,Maharashtra,2022,1,410501,11640038,10636624235
5088,Maharashtra,2022,1,431001,9825891,13805827491
5089,Maharashtra,2022,1,411033,9348861,8590526583
5090,Maharashtra,2022,1,411014,9059263,7848200048
5091,Maharashtra,2022,1,411057,8561602,7472972779
5092,Maharashtra,2022,1,412105,7459104,8159684878
5093,Maharashtra,2022,1,421302,7450111,11482329395
5094,Maharashtra,2022,2,411004,262731186,3.56437E+11
5095,Maharashtra,2022,2,444510,93575752,1.68031E+11
5096,Maharashtra,2022,2,400070,67786894,95416331929
5097,Maharashtra,2022,2,410501,13236910,11874309799
5098,Maharashtra,2022,2,411014,11697920,10026764353
5099,Maharashtra,2022,2,411057,11622532,9909192949
5100,Maharashtra,2022,2,431001,11357036,15940998115
5101,Maharashtra,2022,2,411033,11248321,10137475801
5102,Maharashtra,2022,2,411041,8733671,7423109581
5103,Maharashtra,2022,2,412105,8602663,9347399711
5104,Maharashtra,2022,3,411033,217102802,2.4161E+11
5105,Maharashtra,2022,3,400070,137051260,1.70363E+11
5106,Maharashtra,2022,3,400008,49814056,65788617892
5107,Maharashtra,2022,3,411004,35565559,46889682733
5108,Maharashtra,2022,3,440015,28518450,39580070889
5109,Maharashtra,2022,3,422001,16584775,22892863076
5110,Maharashtra,2022,3,410501,13708087,12394610913
5111,Maharashtra,2022,3,411057,13233019,11257700083
5112,Maharashtra,2022,3,444510,12876808,23786716615
5113,Maharashtra,2022,3,411014,12461317,10734695463
5114,Maharashtra,2022,4,411033,263248580,2.98971E+11
5115,Maharashtra,2022,4,400070,180508440,2.2632E+11
5116,Maharashtra,2022,4,400008,49240020,65927005243
5117,Maharashtra,2022,4,440015,33001619,46646510285
5118,Maharashtra,2022,4,422001,29230434,40043689995
5119,Maharashtra,2022,4,410501,15124573,13739297710
5120,Maharashtra,2022,4,411057,14986782,12424554393
5121,Maharashtra,2022,4,411014,13692420,11881222962
5122,Maharashtra,2022,4,421302,13270367,18356897591
5123,Maharashtra,2022,4,431201,12674116,17443485581
5124,Maharashtra,2023,1,411057,27438671,21723536786
5125,Maharashtra,2023,1,410501,25782962,22470285522
5126,Maharashtra,2023,1,411014,23623328,19438224053
5127,Maharashtra,2023,1,411033,21924992,18765003193
5128,Maharashtra,2023,1,421302,17573711,23079684609
5129,Maharashtra,2023,1,412105,16901938,17673043028
5130,Maharashtra,2023,1,411028,15706323,14847085738
5131,Maharashtra,2023,1,411041,15299496,12736609263
5132,Maharashtra,2023,1,411046,15186635,14410019252
5133,Maharashtra,2023,1,431003,15050418,17424324715
5134,Maharashtra,2023,2,411057,30991776,24785623038
5135,Maharashtra,2023,2,410501,29066230,24451732191
5136,Maharashtra,2023,2,411014,25859292,21392570247
5137,Maharashtra,2023,2,411033,23888848,20527805168
5138,Maharashtra,2023,2,421302,19309222,24700746766
5139,Maharashtra,2023,2,412105,18719763,19377447045
5140,Maharashtra,2023,2,411028,17388584,16343289591
5141,Maharashtra,2023,2,431003,16407926,19083832100
5142,Maharashtra,2023,2,411041,16397174,13821446631
5143,Maharashtra,2023,2,411046,16261485,15584348456
5144,Maharashtra,2023,3,411057,35730539,28470754620
5145,Maharashtra,2023,3,410501,33763815,27463544507
5146,Maharashtra,2023,3,411014,29034996,24003583495
5147,Maharashtra,2023,3,411033,26962555,23078806461
5148,Maharashtra,2023,3,421302,21944314,26413693345
5149,Maharashtra,2023,3,412105,21938224,22290488646
5150,Maharashtra,2023,3,411028,19787272,18162442730
5151,Maharashtra,2023,3,431003,18768631,20789385802
5152,Maharashtra,2023,3,412207,18538316,18324396614
5153,Maharashtra,2023,3,411046,17806726,17073318002
5154,Maharashtra,2023,4,410501,37823604,30451717116
5155,Maharashtra,2023,4,411057,36879360,29675996980
5156,Maharashtra,2023,4,411014,29612288,24771063767
5157,Maharashtra,2023,4,411033,28946239,24532282981
5158,Maharashtra,2023,4,421302,25390633,29710681629
5159,Maharashtra,2023,4,412105,24413287,24429709862
5160,Maharashtra,2023,4,411028,21033813,19521557861
5161,Maharashtra,2023,4,431003,20932199,23167754019
5162,Maharashtra,2023,4,412207,20141302,19461691183
5163,Maharashtra,2023,4,411046,19205261,18200603511
5164,Maharashtra,2024,1,410501,43473832,33452714100
5165,Maharashtra,2024,1,411057,40434976,31533887646
5166,Maharashtra,2024,1,411033,31469417,25996916340
5167,Maharashtra,2024,1,411014,31336156,25639187605
5168,Maharashtra,2024,1,412105,27422808,26604651380
5169,Maharashtra,2024,1,421302,27321906,31394486165
5170,Maharashtra,2024,1,431003,22985236,24883908174
5171,Maharashtra,2024,1,412207,22263353,20702321829
5172,Maharashtra,2024,1,411028,22131133,19983376043
5173,Maharashtra,2024,1,411046,20661832,19017908386
5174,Manipur,2018,1,795004,12606,23682934
5175,Manipur,2018,1,795001,8487,10244715
5176,Manipur,2018,1,795133,4140,6458893
5177,Manipur,2018,1,795130,4015,1947353
5178,Manipur,2018,1,795138,4012,3186030
5179,Manipur,2018,1,795009,3749,4170135
5180,Manipur,2018,1,795149,3632,3526963
5181,Manipur,2018,1,795008,3285,2936871
5182,Manipur,2018,1,795002,3020,4270673
5183,Manipur,2018,1,795148,2976,3058970
