,State,Year,Quarter,District_pincode,Transaction_count,Transaction_amount
4251,Ladakh,2018,3,194105,1439,2723488
4252,Ladakh,2018,3,194703,1238,5352985
4253,Ladakh,2018,3,194106,883,4038016
4254,Ladakh,2018,3,194401,285,1775235
4255,Ladakh,2018,4,194104,9100,32131163
4256,Ladakh,2018,4,194101,6526,23776399
4257,Ladakh,2018,4,194107,5228,21335611
4258,Ladakh,2018,4,194201,3905,16456855
4259,Ladakh,2018,4,194103,2115,7315737
4260,Ladakh,2018,4,194105,2051,7670728
4261,Ladakh,2018,4,194703,1965,9248372
4262,Ladakh,2018,4,194102,1799,6137851
4263,Ladakh,2018,4,194106,1181,5266778
4264,Ladakh,2018,4,194401,693,3798802
4265,Ladakh,2019,1,194104,12861,37420303
4266,Ladakh,2019,1,194101,8237,27117056
4267,Ladakh,2019,1,194107,6588,22466686
4268,Ladakh,2019,1,194201,5019,17060651
4269,Ladakh,2019,1,194105,2632,7337899
4270,Ladakh,2019,1,194103,2503,8164148
4271,Ladakh,2019,1,194102,2041,7680518
4272,Ladakh,2019,1,194703,1885,8137333
4273,Ladakh,2019,1,194106,1541,4488942
4274,Ladakh,2019,1,194401,1370,6217804
4275,Ladakh,2019,2,194104,17735,63295020
4276,Ladakh,2019,2,194101,14988,56876990
4277,Ladakh,2019,2,194201,7906,28898155
4278,Ladakh,2019,2,194107,6499,24856853
4279,Ladakh,2019,2,194102,4231,15822044
4280,Ladakh,2019,2,194103,3828,15210862
4281,Ladakh,2019,2,194105,3074,10966870
4282,Ladakh,2019,2,194703,2941,10821285
4283,Ladakh,2019,2,194401,2568,13012100
4284,Ladakh,2019,2,194106,2228,7407619
4285,Ladakh,2019,3,194104,23502,77525803
4286,Ladakh,2019,3,194101,22448,87032255
4287,Ladakh,2019,3,194201,13706,46090803
4288,Ladakh,2019,3,194107,8879,29420436
4289,Ladakh,2019,3,194401,4366,21531296
4290,Ladakh,2019,3,194102,4213,14724825
4291,Ladakh,2019,3,194103,3540,13317912
4292,Ladakh,2019,3,194106,3475,12437365
4293,Ladakh,2019,3,194105,2414,7630850
4294,Ladakh,2019,3,194703,2183,8856069
4295,Ladakh,2019,4,194104,25677,93804173
4296,Ladakh,2019,4,194101,19933,73175814
4297,Ladakh,2019,4,194201,12715,46549945
4298,Ladakh,2019,4,194107,8728,34212483
4299,Ladakh,2019,4,194401,5372,23507364
4300,Ladakh,2019,4,194106,4376,18102525
4301,Ladakh,2019,4,,2014,10098656
4302,Ladakh,2019,4,194103,1521,7432483
4303,Ladakh,2019,4,194109,1035,4422891
4304,Ladakh,2019,4,194102,903,4245135
4305,Ladakh,2020,1,194104,30289,94929394
4306,Ladakh,2020,1,194101,22693,75287769
4307,Ladakh,2020,1,194201,13298,46293558
4308,Ladakh,2020,1,194107,10562,35975794
4309,Ladakh,2020,1,194103,6375,18421218
4310,Ladakh,2020,1,194401,6291,23314389
4311,Ladakh,2020,1,194106,5017,17311697
4312,Ladakh,2020,1,194703,4869,15014499
4313,Ladakh,2020,1,194102,4520,13380519
4314,Ladakh,2020,1,194105,4084,12257718
4315,Ladakh,2020,2,194104,38688,129402815
4316,Ladakh,2020,2,194101,27753,94716573
4317,Ladakh,2020,2,194201,17285,55812009
4318,Ladakh,2020,2,194107,13133,43976698
4319,Ladakh,2020,2,194103,9288,32883828
4320,Ladakh,2020,2,194401,8670,33734198
4321,Ladakh,2020,2,194102,8264,30947937
4322,Ladakh,2020,2,194105,7237,21165124
4323,Ladakh,2020,2,194703,7031,23692276
4324,Ladakh,2020,2,194106,5244,17771135
4325,Ladakh,2020,3,194104,53009,195759175
4326,Ladakh,2020,3,194101,36318,125762209
4327,Ladakh,2020,3,194201,33208,131788417
4328,Ladakh,2020,3,194107,21812,80911252
4329,Ladakh,2020,3,194102,13177,50193272
4330,Ladakh,2020,3,194103,13164,48682989
4331,Ladakh,2020,3,194401,11567,51535511
4332,Ladakh,2020,3,194105,9087,31090704
4333,Ladakh,2020,3,194106,8926,29595204
4334,Ladakh,2020,3,194703,8098,28106790
4335,Ladakh,2020,4,194104,79598,265446628
4336,Ladakh,2020,4,194101,53569,186455976
4337,Ladakh,2020,4,194201,40398,145874101
4338,Ladakh,2020,4,194107,28650,101994102
4339,Ladakh,2020,4,194103,19884,63335721
4340,Ladakh,2020,4,194401,19253,76107254
4341,Ladakh,2020,4,194102,17941,61946061
4342,Ladakh,2020,4,194106,13802,37001878
4343,Ladakh,2020,4,,13717,36711604
4344,Ladakh,2020,4,194703,12137,41598849
4345,Ladakh,2021,1,194104,69922,253778843
4346,Ladakh,2021,1,194101,52241,188584751
4347,Ladakh,2021,1,194201,32349,131455089
4348,Ladakh,2021,1,194107,20479,75239570
4349,Ladakh,2021,1,194401,20189,78630023
4350,Ladakh,2021,1,194103,17261,50249658
4351,Ladakh,2021,1,194102,11397,36877688
4352,Ladakh,2021,1,194703,9665,35542117
4353,Ladakh,2021,1,194106,9664,29369813
4354,Ladakh,2021,1,194105,9247,30460098
4355,Ladakh,2021,2,194104,97554,344092221
4356,Ladakh,2021,2,194101,82253,290945383
4357,Ladakh,2021,2,194201,46730,184021709
4358,Ladakh,2021,2,194107,27961,104196961
4359,Ladakh,2021,2,194401,27469,110348437
4360,Ladakh,2021,2,194103,23768,73062107
4361,Ladakh,2021,2,194102,23109,81915521
4362,Ladakh,2021,2,194105,15290,45575937
4363,Ladakh,2021,2,194106,13320,43934603
4364,Ladakh,2021,2,194703,11776,37349776
4365,Ladakh,2021,3,194101,158592,609875580
4366,Ladakh,2021,3,194104,134590,453246272
4367,Ladakh,2021,3,194201,64437,269863008
4368,Ladakh,2021,3,194401,37043,160850348
4369,Ladakh,2021,3,194103,34363,122408758
4370,Ladakh,2021,3,194102,33291,125474392
4371,Ladakh,2021,3,194107,33031,130954308
4372,Ladakh,2021,3,194105,21767,68952693
4373,Ladakh,2021,3,194106,17972,58698290
4374,Ladakh,2021,3,194703,16103,57215433
4375,Ladakh,2021,4,194104,152915,482150694
4376,Ladakh,2021,4,194101,145867,501529596
4377,Ladakh,2021,4,194201,74027,274189707
4378,Ladakh,2021,4,194401,43146,168530929
4379,Ladakh,2021,4,194107,38000,139391736
4380,Ladakh,2021,4,194103,36689,112442871
4381,Ladakh,2021,4,194102,31783,110979297
4382,Ladakh,2021,4,194105,22207,67216234
4383,Ladakh,2021,4,194703,21830,68873210
4384,Ladakh,2021,4,194106,17704,56842594
4385,Ladakh,2022,1,194104,154272,472737561
4386,Ladakh,2022,1,194101,134589,426307082
4387,Ladakh,2022,1,194201,76974,270445429
4388,Ladakh,2022,1,194107,45153,152808140
4389,Ladakh,2022,1,194401,42114,144670505
4390,Ladakh,2022,1,194103,34785,93196976
4391,Ladakh,2022,1,194102,26314,89483824
4392,Ladakh,2022,1,194703,23787,73704447
4393,Ladakh,2022,1,194105,23335,68121513
4394,Ladakh,2022,1,194106,17551,56686258
4395,Ladakh,2022,2,194101,295744,953619672
4396,Ladakh,2022,2,194104,235834,687142377
4397,Ladakh,2022,2,194201,122174,422676434
4398,Ladakh,2022,2,194107,78094,237866441
4399,Ladakh,2022,2,194401,77048,302237005
4400,Ladakh,2022,2,194103,64923,179793577
4401,Ladakh,2022,2,194102,49473,160062925
4402,Ladakh,2022,2,194105,39622,106171675
4403,Ladakh,2022,2,194703,35267,99427375
4404,Ladakh,2022,2,194404,31848,150765059
4405,Ladakh,2022,3,194101,320558,987012441
4406,Ladakh,2022,3,194104,252253,692400225
4407,Ladakh,2022,3,194201,138865,447577781
4408,Ladakh,2022,3,194401,78063,282694980
4409,Ladakh,2022,3,194103,67676,172870644
4410,Ladakh,2022,3,194107,66414,194962643
4411,Ladakh,2022,3,194102,58100,163338682
4412,Ladakh,2022,3,194404,44884,212368409
4413,Ladakh,2022,3,194105,40480,105748434
4414,Ladakh,2022,3,194703,33746,90353823
4415,Ladakh,2022,4,194104,253102,634954360
4416,Ladakh,2022,4,194101,242758,650642183
4417,Ladakh,2022,4,194201,128329,361948632
4418,Ladakh,2022,4,194401,73153,227090235
4419,Ladakh,2022,4,194103,62642,136252416
4420,Ladakh,2022,4,194102,55644,138011381
4421,Ladakh,2022,4,194107,54757,143326775
4422,Ladakh,2022,4,194404,50950,195859048
4423,Ladakh,2022,4,194105,41674,98531402
4424,Ladakh,2022,4,194703,34085,90457957
4425,Ladakh,2023,1,194104,365465,817164561
4426,Ladakh,2023,1,194101,331624,804996085
4427,Ladakh,2023,1,194201,209303,537988565
4428,Ladakh,2023,1,194401,120264,349082766
4429,Ladakh,2023,1,194107,83588,214131235
4430,Ladakh,2023,1,194404,83097,303372077
4431,Ladakh,2023,1,194103,82070,139984081
4432,Ladakh,2023,1,194102,62904,141398012
4433,Ladakh,2023,1,194105,56306,115031490
4434,Ladakh,2023,1,194703,48774,127133921
4435,Ladakh,2023,2,194101,736089,1826645330
4436,Ladakh,2023,2,194104,613774,1340107503
4437,Ladakh,2023,2,194201,383971,1032046191
4438,Ladakh,2023,2,194401,201619,603212044
4439,Ladakh,2023,2,194103,193547,346481090
4440,Ladakh,2023,2,194102,145545,312416773
4441,Ladakh,2023,2,194107,141166,375256014
4442,Ladakh,2023,2,194105,119778,227000740
4443,Ladakh,2023,2,194404,117973,462087088
4444,Ladakh,2023,2,194703,78588,177729453
4445,Ladakh,2023,3,194101,908879,2150815665
4446,Ladakh,2023,3,194104,720967,1541031062
4447,Ladakh,2023,3,194201,470726,1134917693
4448,Ladakh,2023,3,194103,248999,394436756
4449,Ladakh,2023,3,194401,227190,628672860
4450,Ladakh,2023,3,194102,184279,354081402
4451,Ladakh,2023,3,194107,159838,391663255
4452,Ladakh,2023,3,194404,158748,545377562
4453,Ladakh,2023,3,194105,158180,290074740
4454,Ladakh,2023,3,194703,96372,199694752
4455,Ladakh,2023,4,194101,697881,1576192302
4456,Ladakh,2023,4,194104,684217,1442990109
4457,Ladakh,2023,4,194201,408985,953304619
4458,Ladakh,2023,4,194103,226921,363121642
4459,Ladakh,2023,4,194401,219685,577999482
4460,Ladakh,2023,4,194102,161735,292759113
4461,Ladakh,2023,4,194404,149735,493785553
4462,Ladakh,2023,4,194107,143219,338848022
4463,Ladakh,2023,4,194105,133393,222838800
4464,Ladakh,2023,4,194703,81719,161120283
4465,Ladakh,2024,1,194104,712953,1429976035
4466,Ladakh,2024,1,194101,629742,1314652942
4467,Ladakh,2024,1,194201,390994,840818815
4468,Ladakh,2024,1,194401,223733,538394326
4469,Ladakh,2024,1,194103,203372,243865998
4470,Ladakh,2024,1,194404,150740,451376228
4471,Ladakh,2024,1,194107,140730,314976324
4472,Ladakh,2024,1,194102,122960,217587876
4473,Ladakh,2024,1,194105,118650,173896538
4474,Ladakh,2024,1,194703,78205,145916633
4475,Lakshadweep,2018,1,682551,455,1185782
4476,Lakshadweep,2018,1,682557,126,306893
4477,Lakshadweep,2018,1,682555,112,315191
4478,Lakshadweep,2018,1,682556,36,65846
4479,Lakshadweep,2018,1,682559,30,50800
4480,Lakshadweep,2018,1,682558,17,4039
4481,Lakshadweep,2018,1,682552,2,60
4482,Lakshadweep,2018,2,682551,1424,3906195
4483,Lakshadweep,2018,2,682555,296,1089184
4484,Lakshadweep,2018,2,682557,195,510331
4485,Lakshadweep,2018,2,682559,110,383860
4486,Lakshadweep,2018,2,682552,53,209751
4487,Lakshadweep,2018,2,682556,39,69726
4488,Lakshadweep,2018,2,682554,8,3623
4489,Lakshadweep,2018,2,682558,7,15140
4490,Lakshadweep,2018,3,682551,698,1556188
4491,Lakshadweep,2018,3,682555,412,1291876
4492,Lakshadweep,2018,3,682557,190,516103
4493,Lakshadweep,2018,3,682552,159,477561
4494,Lakshadweep,2018,3,682559,97,309505
4495,Lakshadweep,2018,3,682556,69,80265
4496,Lakshadweep,2018,3,682558,66,97766
4497,Lakshadweep,2018,3,682554,12,9767
4498,Lakshadweep,2018,4,682555,759,2004526
4499,Lakshadweep,2018,4,682557,301,1111396
4500,Lakshadweep,2018,4,682551,186,445814
4501,Lakshadweep,2018,4,682559,143,278950
4502,Lakshadweep,2018,4,682552,118,416078
4503,Lakshadweep,2018,4,682556,108,152912
4504,Lakshadweep,2018,4,682558,23,40154
4505,Lakshadweep,2018,4,682554,4,13384
4506,Lakshadweep,2019,1,682555,1321,4054160
4507,Lakshadweep,2019,1,682557,428,2021015
4508,Lakshadweep,2019,1,682551,203,634896
4509,Lakshadweep,2019,1,682559,193,1293391
4510,Lakshadweep,2019,1,682552,150,446818
4511,Lakshadweep,2019,1,682556,109,148186
4512,Lakshadweep,2019,1,682558,58,147707
4513,Lakshadweep,2019,1,682554,19,39958
4514,Lakshadweep,2019,2,682555,1542,4690793
4515,Lakshadweep,2019,2,682557,431,1833526
4516,Lakshadweep,2019,2,682551,394,1113925
4517,Lakshadweep,2019,2,682559,192,863635
4518,Lakshadweep,2019,2,682552,182,434051
4519,Lakshadweep,2019,2,682556,135,200340
4520,Lakshadweep,2019,2,682558,45,104412
4521,Lakshadweep,2019,2,682554,5,1843
4522,Lakshadweep,2019,3,682555,1659,3773090
4523,Lakshadweep,2019,3,682551,530,1708193
4524,Lakshadweep,2019,3,682557,464,2476541
4525,Lakshadweep,2019,3,682556,153,349199
4526,Lakshadweep,2019,3,682559,135,619860
4527,Lakshadweep,2019,3,682552,134,669201
4528,Lakshadweep,2019,3,682554,20,40429
4529,Lakshadweep,2019,3,682558,9,15249
4530,Lakshadweep,2019,4,682555,2171,6680517
4531,Lakshadweep,2019,4,682551,537,1342591
4532,Lakshadweep,2019,4,682557,351,1394351
4533,Lakshadweep,2019,4,682556,276,552217
4534,Lakshadweep,2019,4,682554,209,546978
4535,Lakshadweep,2019,4,682552,107,149457
4536,Lakshadweep,2019,4,682559,100,597219
4537,Lakshadweep,2019,4,682558,14,6582
4538,Lakshadweep,2020,1,682555,2725,7559823
4539,Lakshadweep,2020,1,682551,833,2364316
4540,Lakshadweep,2020,1,682557,457,1021266
4541,Lakshadweep,2020,1,682556,351,635104
4542,Lakshadweep,2020,1,682552,331,495117
4543,Lakshadweep,2020,1,682554,263,606715
4544,Lakshadweep,2020,1,682559,168,739216
4545,Lakshadweep,2020,1,682558,23,80813
4546,Lakshadweep,2020,2,682555,3325,7916551
4547,Lakshadweep,2020,2,682551,1285,3554025
4548,Lakshadweep,2020,2,682557,982,2466847
4549,Lakshadweep,2020,2,682556,679,1345517
4550,Lakshadweep,2020,2,682552,356,438300
4551,Lakshadweep,2020,2,682554,342,564449
4552,Lakshadweep,2020,2,682559,218,584952
4553,Lakshadweep,2020,2,682558,33,72280
4554,Lakshadweep,2020,3,682555,3980,11206287
4555,Lakshadweep,2020,3,682551,1414,3573553
4556,Lakshadweep,2020,3,682556,1084,2342940
4557,Lakshadweep,2020,3,682557,877,1630108
4558,Lakshadweep,2020,3,682552,607,1241638
4559,Lakshadweep,2020,3,682559,333,767448
4560,Lakshadweep,2020,3,682554,247,345676
4561,Lakshadweep,2020,3,682558,47,199183
4562,Lakshadweep,2020,4,682555,5080,15206028
4563,Lakshadweep,2020,4,682551,2482,5683643
4564,Lakshadweep,2020,4,682556,1189,2709724
4565,Lakshadweep,2020,4,682557,1135,2575732
4566,Lakshadweep,2020,4,682552,1110,2300071
4567,Lakshadweep,2020,4,682559,338,1025547
4568,Lakshadweep,2020,4,682554,230,382428
4569,Lakshadweep,2020,4,682558,86,228146
4570,Lakshadweep,2021,1,682555,4769,15007371
4571,Lakshadweep,2021,1,682551,1612,4299901
4572,Lakshadweep,2021,1,682557,794,1982132
4573,Lakshadweep,2021,1,682552,722,1950844
4574,Lakshadweep,2021,1,682556,563,1751645
4575,Lakshadweep,2021,1,682559,328,1260342
4576,Lakshadweep,2021,1,682554,252,572605
4577,Lakshadweep,2021,1,682558,45,217944
4578,Lakshadweep,2021,2,682555,5888,15074377
4579,Lakshadweep,2021,2,682551,2178,5290892
4580,Lakshadweep,2021,2,682552,993,1639413
4581,Lakshadweep,2021,2,682557,857,1730691
4582,Lakshadweep,2021,2,682556,587,1363040
4583,Lakshadweep,2021,2,682559,504,1291414
4584,Lakshadweep,2021,2,682554,339,740232
4585,Lakshadweep,2021,2,682558,38,253405
4586,Lakshadweep,2021,3,682555,6738,20058640
4587,Lakshadweep,2021,3,682551,2598,7159690
4588,Lakshadweep,2021,3,682556,964,2001813
4589,Lakshadweep,2021,3,682552,940,2135838
4590,Lakshadweep,2021,3,682557,771,3040394
4591,Lakshadweep,2021,3,682559,721,2942217
4592,Lakshadweep,2021,3,682554,591,1354960
4593,Lakshadweep,2021,3,682558,47,109613
4594,Lakshadweep,2021,4,682555,7192,25481054
4595,Lakshadweep,2021,4,682551,3110,8944916
4596,Lakshadweep,2021,4,682557,1413,4646275
4597,Lakshadweep,2021,4,682552,1202,2942811
4598,Lakshadweep,2021,4,682556,1099,3043732
4599,Lakshadweep,2021,4,682559,758,3963900
4600,Lakshadweep,2021,4,682554,606,1786458
4601,Lakshadweep,2021,4,682558,90,189040
4602,Lakshadweep,2022,1,682555,7323,25624455
4603,Lakshadweep,2022,1,682551,3633,11612446
4604,Lakshadweep,2022,1,682557,1982,6095982
4605,Lakshadweep,2022,1,682552,1081,2789410
4606,Lakshadweep,2022,1,682556,1080,2361737
4607,Lakshadweep,2022,1,682554,608,2982499
4608,Lakshadweep,2022,1,682559,563,2916746
4609,Lakshadweep,2022,1,682558,127,556157
4610,Lakshadweep,2022,2,682555,7618,26188277
4611,Lakshadweep,2022,2,682551,3798,10849798
4612,Lakshadweep,2022,2,682557,2325,5538906
4613,Lakshadweep,2022,2,682552,1342,4070890
4614,Lakshadweep,2022,2,682556,1021,3047138
4615,Lakshadweep,2022,2,682559,660,3611799
4616,Lakshadweep,2022,2,682554,601,2138003
4617,Lakshadweep,2022,2,682558,204,484792
4618,Lakshadweep,2022,3,682555,6356,20631454
4619,Lakshadweep,2022,3,682551,3121,9353832
4620,Lakshadweep,2022,3,682557,2438,5191563
4621,Lakshadweep,2022,3,682552,1043,4068085
4622,Lakshadweep,2022,3,682559,979,4657641
4623,Lakshadweep,2022,3,682556,805,2362417
4624,Lakshadweep,2022,3,682554,341,856247
4625,Lakshadweep,2022,3,682558,158,458771
4626,Lakshadweep,2022,4,682555,7140,23769820
4627,Lakshadweep,2022,4,682551,3739,10627139
4628,Lakshadweep,2022,4,682557,2929,6778903
4629,Lakshadweep,2022,4,682552,1068,3769891
4630,Lakshadweep,2022,4,682559,906,4474064
4631,Lakshadweep,2022,4,682556,855,3159192
4632,Lakshadweep,2022,4,682554,376,1734576
4633,Lakshadweep,2022,4,682558,134,500287
4634,Lakshadweep,2023,1,682555,12662,35231915
4635,Lakshadweep,2023,1,682551,6651,17313423
4636,Lakshadweep,2023,1,682557,4437,10446449
4637,Lakshadweep,2023,1,682552,1716,4974949
4638,Lakshadweep,2023,1,682559,1603,7927465
4639,Lakshadweep,2023,1,682556,1447,3756866
4640,Lakshadweep,2023,1,682554,677,4814614
4641,Lakshadweep,2023,1,682558,327,856280
4642,Lakshadweep,2023,2,682555,14670,38648281
4643,Lakshadweep,2023,2,682551,7102,22243121
4644,Lakshadweep,2023,2,682557,6477,10935650
4645,Lakshadweep,2023,2,682552,2023,5002219
4646,Lakshadweep,2023,2,682559,1695,8653704
4647,Lakshadweep,2023,2,682556,1504,4488990
4648,Lakshadweep,2023,2,682554,1226,6780071
4649,Lakshadweep,2023,2,682558,221,1235402
4650,Lakshadweep,2023,3,682555,18181,38721262
4651,Lakshadweep,2023,3,682557,8487,11629079
4652,Lakshadweep,2023,3,682551,7859,17372148
4653,Lakshadweep,2023,3,682559,4016,11510005
4654,Lakshadweep,2023,3,682552,2478,6295602
4655,Lakshadweep,2023,3,682556,1702,4051299
4656,Lakshadweep,2023,3,682554,771,3707333
4657,Lakshadweep,2023,3,682558,263,1240333
4658,Lakshadweep,2023,4,682555,25279,50564924
4659,Lakshadweep,2023,4,682551,12029,21746888
4660,Lakshadweep,2023,4,682557,11458,15730968
4661,Lakshadweep,2023,4,682559,6128,12617685
4662,Lakshadweep,2023,4,682552,4213,8238160
4663,Lakshadweep,2023,4,682556,2755,6973786
4664,Lakshadweep,2023,4,682554,1194,2940839
4665,Lakshadweep,2023,4,682558,423,1018133
4666,Lakshadweep,2024,1,682555,32544,51707316
4667,Lakshadweep,2024,1,682557,15444,21035947
4668,Lakshadweep,2024,1,682551,12547,19986203
4669,Lakshadweep,2024,1,682559,8323,16621043
4670,Lakshadweep,2024,1,682552,5755,8914658
4671,Lakshadweep,2024,1,682556,4110,7209055
4672,Lakshadweep,2024,1,682554,1742,3235273
4673,Lakshadweep,2024,1,682558,711,1342886
4674,Madhya Pradesh,2018,1,462001,832846,898730607
4675,Madhya Pradesh,2018,1,452005,207574,253142786
4676,Madhya Pradesh,2018,1,452001,107648,156165712
4677,Madhya Pradesh,2018,1,455001,104275,118241844
4678,Madhya Pradesh,2018,1,452010,94234,157403992
4679,Madhya Pradesh,2018,1,462022,83978,87238625
4680,Madhya Pradesh,2018,1,464001,79043,78056088
4681,Madhya Pradesh,2018,1,462021,76954,81645808
4682,Madhya Pradesh,2018,1,482002,74060,93745051
4683,Madhya Pradesh,2018,1,462003,73987,87750007
4684,Madhya Pradesh,2018,2,462001,928983,1443626493
4685,Madhya Pradesh,2018,2,452005,246010,402380195
4686,Madhya Pradesh,2018,2,452001,142004,259873127
4687,Madhya Pradesh,2018,2,455001,136382,226612217
4688,Madhya Pradesh,2018,2,452010,129277,261844252
4689,Madhya Pradesh,2018,2,462021,107180,126504337
4690,Madhya Pradesh,2018,2,462022,105767,142892505
4691,Madhya Pradesh,2018,2,482002,103987,157951904
4692,Madhya Pradesh,2018,2,464001,101316,142159110
4693,Madhya Pradesh,2018,2,462003,99813,147560868
4694,Madhya Pradesh,2018,3,462001,1164035,1861753236
4695,Madhya Pradesh,2018,3,470226,323991,147624664
4696,Madhya Pradesh,2018,3,452005,287900,482102101
4697,Madhya Pradesh,2018,3,466001,276731,246461343
4698,Madhya Pradesh,2018,3,455001,239696,348542009
4699,Madhya Pradesh,2018,3,452001,239364,422167575
4700,Madhya Pradesh,2018,3,487114,222326,95525543
4701,Madhya Pradesh,2018,3,462022,218956,235907505
4702,Madhya Pradesh,2018,3,486331,215104,130056225
4703,Madhya Pradesh,2018,3,462003,208570,241162284
4704,Madhya Pradesh,2018,4,462001,1500309,2552351601
4705,Madhya Pradesh,2018,4,452001,343290,585006850
4706,Madhya Pradesh,2018,4,452005,335785,608914776
4707,Madhya Pradesh,2018,4,455001,295535,483571677
4708,Madhya Pradesh,2018,4,452010,278306,549086571
4709,Madhya Pradesh,2018,4,462021,275519,276467133
4710,Madhya Pradesh,2018,4,462022,247693,296890946
4711,Madhya Pradesh,2018,4,462008,242961,294409418
4712,Madhya Pradesh,2018,4,482002,241160,378635021
4713,Madhya Pradesh,2018,4,462010,240419,279849922
4714,Madhya Pradesh,2019,1,462001,3626425,5068130945
4715,Madhya Pradesh,2019,1,452005,1667463,2491269778
4716,Madhya Pradesh,2019,1,452001,603742,795143251
4717,Madhya Pradesh,2019,1,482001,539450,804250138
4718,Madhya Pradesh,2019,1,455001,536017,660504209
4719,Madhya Pradesh,2019,1,466001,471656,384166428
4720,Madhya Pradesh,2019,1,462022,435916,395194632
4721,Madhya Pradesh,2019,1,452010,432653,720758845
4722,Madhya Pradesh,2019,1,462021,419303,316072421
4723,Madhya Pradesh,2019,1,462010,389412,347672224
4724,Madhya Pradesh,2019,2,462001,6704852,11443970358
4725,Madhya Pradesh,2019,2,452005,4253651,7470815434
4726,Madhya Pradesh,2019,2,482001,1116887,1903950973
4727,Madhya Pradesh,2019,2,462021,597802,404946330
4728,Madhya Pradesh,2019,2,452001,575129,873647636
4729,Madhya Pradesh,2019,2,452010,497913,813285367
4730,Madhya Pradesh,2019,2,462022,493951,475968875
4731,Madhya Pradesh,2019,2,462023,475553,488470240
4732,Madhya Pradesh,2019,2,461001,434348,771524187
4733,Madhya Pradesh,2019,2,455001,418034,723340187
4734,Madhya Pradesh,2019,3,462001,6269219,11834863354
4735,Madhya Pradesh,2019,3,452005,4366960,8065739923
4736,Madhya Pradesh,2019,3,482001,1055603,1863763892
4737,Madhya Pradesh,2019,3,452001,1043588,1225514212
4738,Madhya Pradesh,2019,3,462021,940540,505580483
4739,Madhya Pradesh,2019,3,462022,918349,630186966
4740,Madhya Pradesh,2019,3,452010,898555,1133787666
4741,Madhya Pradesh,2019,3,462023,839430,652641998
4742,Madhya Pradesh,2019,3,462003,731558,627704961
4743,Madhya Pradesh,2019,3,462016,679665,620156232
4744,Madhya Pradesh,2019,4,462001,6837881,13576912652
4745,Madhya Pradesh,2019,4,452005,5504197,10818308924
4746,Madhya Pradesh,2019,4,452001,1476430,1587077410
4747,Madhya Pradesh,2019,4,452010,1305226,1524380730
4748,Madhya Pradesh,2019,4,482001,1266715,2344608582
4749,Madhya Pradesh,2019,4,462008,1257486,1667617803
4750,Madhya Pradesh,2019,4,462021,1105950,608200652
4751,Madhya Pradesh,2019,4,462022,980305,761376332
4752,Madhya Pradesh,2019,4,462023,973492,815982424
4753,Madhya Pradesh,2019,4,462003,859025,801636588
4754,Madhya Pradesh,2020,1,452005,8311339,16391514715
4755,Madhya Pradesh,2020,1,462008,6548078,13044490029
4756,Madhya Pradesh,2020,1,462001,2197233,4135614413
4757,Madhya Pradesh,2020,1,482001,1675660,3288419375
4758,Madhya Pradesh,2020,1,452001,1568004,1682081173
4759,Madhya Pradesh,2020,1,452010,1519272,1717412983
4760,Madhya Pradesh,2020,1,462021,981968,596828292
4761,Madhya Pradesh,2020,1,462023,973781,866222104
4762,Madhya Pradesh,2020,1,462022,953629,819880211
4763,Madhya Pradesh,2020,1,455001,923744,1429885804
4764,Madhya Pradesh,2020,2,462008,7083405,18733977854
4765,Madhya Pradesh,2020,2,452005,7027354,18569853905
4766,Madhya Pradesh,2020,2,455001,991925,1616822891
4767,Madhya Pradesh,2020,2,480001,754370,1531783296
4768,Madhya Pradesh,2020,2,452010,737841,1149552894
4769,Madhya Pradesh,2020,2,462001,701101,1247621766
4770,Madhya Pradesh,2020,2,462022,666290,731581581
4771,Madhya Pradesh,2020,2,482001,656493,1401864444
4772,Madhya Pradesh,2020,2,482002,566179,956557626
4773,Madhya Pradesh,2020,2,466001,526600,863069994
4774,Madhya Pradesh,2020,3,462008,18608188,42836925858
4775,Madhya Pradesh,2020,3,452005,6059895,13662742990
4776,Madhya Pradesh,2020,3,452010,1520843,2092911875
4777,Madhya Pradesh,2020,3,455001,1413770,2339700967
4778,Madhya Pradesh,2020,3,462001,1289565,2421154415
4779,Madhya Pradesh,2020,3,482001,1258497,2665546564
4780,Madhya Pradesh,2020,3,452001,982572,1690061463
4781,Madhya Pradesh,2020,3,452016,937996,1493171910
4782,Madhya Pradesh,2020,3,462022,918271,1064260342
4783,Madhya Pradesh,2020,3,482002,897854,1644475544
4784,Madhya Pradesh,2020,4,462008,20637374,44520942803
4785,Madhya Pradesh,2020,4,452005,6210457,13040333253
4786,Madhya Pradesh,2020,4,452010,2556422,3329001379
4787,Madhya Pradesh,2020,4,462001,2187046,3998691301
4788,Madhya Pradesh,2020,4,455001,2091495,3468605470
4789,Madhya Pradesh,2020,4,452001,1955323,2956333499
4790,Madhya Pradesh,2020,4,482001,1733750,3424103521
4791,Madhya Pradesh,2020,4,452016,1505055,2282925454
4792,Madhya Pradesh,2020,4,482002,1446070,2729484076
4793,Madhya Pradesh,2020,4,462022,1415361,1654509281
4794,Madhya Pradesh,2021,1,462008,45920869,76097617508
4795,Madhya Pradesh,2021,1,452005,12368534,20333650797
4796,Madhya Pradesh,2021,1,452010,3157169,3746274998
4797,Madhya Pradesh,2021,1,452001,3031347,3622956355
4798,Madhya Pradesh,2021,1,482001,2626795,4524235375
