,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
4203,Uttar Pradesh,2022,1,Others,1571908,750327356
4204,Uttar Pradesh,2022,2,Merchant payments,298721048,2.16176E+11
4205,Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,8.12579E+11
4206,Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966759
4207,Uttar Pradesh,2022,2,Financial Services,268349,285646084
4208,Uttar Pradesh,2022,2,Others,1204739,606123265
4209,Uttar Pradesh,2022,3,Merchant payments,361972506,2.32006E+11
4210,Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,8.44564E+11
4211,Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148173
4212,Uttar Pradesh,2022,3,Financial Services,367887,344330142
4213,Uttar Pradesh,2022,3,Others,1058841,601411350
4214,Uttar Pradesh,2022,4,Merchant payments,439247166,2.96782E+11
4215,Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1.03035E+12
4216,Uttar Pradesh,2022,4,Recharge & bill payments,78025017,48159073835
4217,Uttar Pradesh,2022,4,Financial Services,418329,430212917
4218,Uttar Pradesh,2022,4,Others,1064861,661985015
4219,Uttar Pradesh,2023,1,Merchant payments,520911142,3.23615E+11
4220,Uttar Pradesh,2023,1,Peer-to-peer payments,383752815,1.24601E+12
4221,Uttar Pradesh,2023,1,Recharge & bill payments,96225086,66101414555
4222,Uttar Pradesh,2023,1,Financial Services,486982,483872123
4223,Uttar Pradesh,2023,1,Others,1181697,726338627
4224,Uttar Pradesh,2023,2,Merchant payments,653469610,3.72223E+11
4225,Uttar Pradesh,2023,2,Peer-to-peer payments,446787898,1.38983E+12
4226,Uttar Pradesh,2023,2,Recharge & bill payments,109571801,73352450074
4227,Uttar Pradesh,2023,2,Financial Services,506431,562369291
4228,Uttar Pradesh,2023,2,Others,1074842,656302256
4229,Uttar Pradesh,2023,3,Merchant payments,754249074,3.89288E+11
4230,Uttar Pradesh,2023,3,Peer-to-peer payments,488395790,1.39409E+12
4231,Uttar Pradesh,2023,3,Recharge & bill payments,110408404,76981859735
4232,Uttar Pradesh,2023,3,Financial Services,624941,798613229
4233,Uttar Pradesh,2023,3,Others,944257,593735370
4234,Uttar Pradesh,2023,4,Merchant payments,875617035,4.89747E+11
4235,Uttar Pradesh,2023,4,Peer-to-peer payments,575043255,1.67766E+12
4236,Uttar Pradesh,2023,4,Recharge & bill payments,114346855,88481840260
4237,Uttar Pradesh,2023,4,Financial Services,736922,950129225
4238,Uttar Pradesh,2023,4,Others,961315,600884259
4239,Uttar Pradesh,2024,1,Merchant payments,999820226,5.41585E+11
4240,Uttar Pradesh,2024,1,Peer-to-peer payments,651752866,1.83605E+12
4241,Uttar Pradesh,2024,1,Recharge & bill payments,132055620,98012574974
4242,Uttar Pradesh,2024,1,Financial Services,705575,1192696922
4243,Uttar Pradesh,2024,1,Others,962661,703841601
4244,Uttarakhand,2018,1,Recharge & bill payments,730428,124377517
4245,Uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346
4246,Uttarakhand,2018,1,Merchant payments,35382,39372913
4247,Uttarakhand,2018,1,Financial Services,27761,5637759
4248,Uttarakhand,2018,1,Others,53569,42553823
4249,Uttarakhand,2018,2,Recharge & bill payments,946332,193802093
4250,Uttarakhand,2018,2,Peer-to-peer payments,620490,2358941865
4251,Uttarakhand,2018,2,Merchant payments,60494,66946006
4252,Uttarakhand,2018,2,Financial Services,29919,7913277
4253,Uttarakhand,2018,2,Others,46887,52152138
4254,Uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030295
4255,Uttarakhand,2018,3,Recharge & bill payments,1004356,239244557
4256,Uttarakhand,2018,3,Merchant payments,112342,84447375
4257,Uttarakhand,2018,3,Financial Services,22792,4334710
4258,Uttarakhand,2018,3,Others,39917,42516103
4259,Uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132
4260,Uttarakhand,2018,4,Recharge & bill payments,1252124,292877734
4261,Uttarakhand,2018,4,Merchant payments,289733,228453046
4262,Uttarakhand,2018,4,Financial Services,29916,6035161
4263,Uttarakhand,2018,4,Others,50257,54285064
4264,Uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464
4265,Uttarakhand,2019,1,Recharge & bill payments,1590269,394631056
4266,Uttarakhand,2019,1,Merchant payments,372290,226281079
4267,Uttarakhand,2019,1,Financial Services,28784,3951610
4268,Uttarakhand,2019,1,Others,55528,46303966
4269,Uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954671
4270,Uttarakhand,2019,2,Recharge & bill payments,1616176,454962952
4271,Uttarakhand,2019,2,Merchant payments,721858,323876953
4272,Uttarakhand,2019,2,Financial Services,21852,2550386
4273,Uttarakhand,2019,2,Others,69727,54187889
4274,Uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076
4275,Uttarakhand,2019,3,Recharge & bill payments,2201606,683772297
4276,Uttarakhand,2019,3,Merchant payments,1121052,480794827
4277,Uttarakhand,2019,3,Financial Services,12119,4570326
4278,Uttarakhand,2019,3,Others,62155,47272543
4279,Uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339547
4280,Uttarakhand,2019,4,Recharge & bill payments,2547173,817728111
4281,Uttarakhand,2019,4,Merchant payments,1542944,701746517
4282,Uttarakhand,2019,4,Financial Services,11585,3555524
4283,Uttarakhand,2019,4,Others,50298,30336606
4284,Uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676597
4285,Uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924
4286,Uttarakhand,2020,1,Merchant payments,2289657,1094245197
4287,Uttarakhand,2020,1,Financial Services,10246,8180882
4288,Uttarakhand,2020,1,Others,48341,27378659
4289,Uttarakhand,2020,2,Recharge & bill payments,3755695,1303523585
4290,Uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964170
4291,Uttarakhand,2020,2,Merchant payments,1587042,1181497493
4292,Uttarakhand,2020,2,Financial Services,15023,17612288
4293,Uttarakhand,2020,2,Others,33981,18590166
4294,Uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807
4295,Uttarakhand,2020,3,Recharge & bill payments,3751993,1509373288
4296,Uttarakhand,2020,3,Merchant payments,3164623,2166776520
4297,Uttarakhand,2020,3,Financial Services,20455,26449981
4298,Uttarakhand,2020,3,Others,45352,23442372
4299,Uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002
4300,Uttarakhand,2020,4,Merchant payments,6629201,4274032857
4301,Uttarakhand,2020,4,Recharge & bill payments,4140391,1697819951
4302,Uttarakhand,2020,4,Financial Services,27120,29791065
4303,Uttarakhand,2020,4,Others,68376,42358455
4304,Uttarakhand,2021,1,Merchant payments,8393767,5283142247
4305,Uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365443
4306,Uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484
4307,Uttarakhand,2021,1,Financial Services,30208,38400864
4308,Uttarakhand,2021,1,Others,56148,36320362
4309,Uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244
4310,Uttarakhand,2021,2,Merchant payments,9134389,6257528832
4311,Uttarakhand,2021,2,Recharge & bill payments,5388285,1979824049
4312,Uttarakhand,2021,2,Financial Services,31497,35404992
4313,Uttarakhand,2021,2,Others,71322,43914758
4314,Uttarakhand,2021,3,Merchant payments,13673085,9001414756
4315,Uttarakhand,2021,3,Peer-to-peer payments,11867174,39256650720
4316,Uttarakhand,2021,3,Recharge & bill payments,5388011,2182554095
4317,Uttarakhand,2021,3,Financial Services,27839,38013970
4318,Uttarakhand,2021,3,Others,86175,48863242
4319,Uttarakhand,2021,4,Merchant payments,19850878,13515464698
4320,Uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473
4321,Uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090
4322,Uttarakhand,2021,4,Financial Services,38764,51212042
4323,Uttarakhand,2021,4,Others,116173,71304856
4324,Uttarakhand,2022,1,Merchant payments,22595602,14585438346
4325,Uttarakhand,2022,1,Peer-to-peer payments,16201632,53535521439
4326,Uttarakhand,2022,1,Recharge & bill payments,5617605,2745987928
4327,Uttarakhand,2022,1,Financial Services,39033,49696000
4328,Uttarakhand,2022,1,Others,106900,62138787
4329,Uttarakhand,2022,2,Merchant payments,32087670,19479185362
4330,Uttarakhand,2022,2,Peer-to-peer payments,19677409,65563901300
4331,Uttarakhand,2022,2,Recharge & bill payments,6263098,3174160698
4332,Uttarakhand,2022,2,Financial Services,32284,37217549
4333,Uttarakhand,2022,2,Others,106417,58906116
4334,Uttarakhand,2022,3,Merchant payments,35069444,20528059274
4335,Uttarakhand,2022,3,Peer-to-peer payments,22031045,68377272373
4336,Uttarakhand,2022,3,Recharge & bill payments,6765699,3633710469
4337,Uttarakhand,2022,3,Financial Services,38061,44669245
4338,Uttarakhand,2022,3,Others,92270,57548577
4339,Uttarakhand,2022,4,Merchant payments,43185705,26026949674
4340,Uttarakhand,2022,4,Peer-to-peer payments,27043038,85220041975
4341,Uttarakhand,2022,4,Recharge & bill payments,7610775,4128624165
4342,Uttarakhand,2022,4,Financial Services,44569,55762460
4343,Uttarakhand,2022,4,Others,99793,64668557
4344,Uttarakhand,2023,1,Merchant payments,46150691,24023994792
4345,Uttarakhand,2023,1,Peer-to-peer payments,25105743,78202343600
4346,Uttarakhand,2023,1,Recharge & bill payments,7974874,4828592096
4347,Uttarakhand,2023,1,Financial Services,49836,56455666
4348,Uttarakhand,2023,1,Others,104531,68521431
4349,Uttarakhand,2023,2,Merchant payments,61652430,30881251416
4350,Uttarakhand,2023,2,Peer-to-peer payments,31690416,97448517076
4351,Uttarakhand,2023,2,Recharge & bill payments,9247601,5608284038
4352,Uttarakhand,2023,2,Financial Services,58524,66971615
4353,Uttarakhand,2023,2,Others,109243,67848253
4354,Uttarakhand,2023,3,Merchant payments,64872613,30958940671
4355,Uttarakhand,2023,3,Peer-to-peer payments,32232624,92015204778
4356,Uttarakhand,2023,3,Recharge & bill payments,9017620,5630443171
4357,Uttarakhand,2023,3,Financial Services,63561,101529618
4358,Uttarakhand,2023,3,Others,98269,56279883
4359,Uttarakhand,2023,4,Merchant payments,73028369,36848560480
4360,Uttarakhand,2023,4,Peer-to-peer payments,36069901,1.04876E+11
4361,Uttarakhand,2023,4,Recharge & bill payments,8790080,6186779834
4362,Uttarakhand,2023,4,Financial Services,77149,113625124
4363,Uttarakhand,2023,4,Others,105941,58585212
4364,Uttarakhand,2024,1,Merchant payments,75999065,37219956903
4365,Uttarakhand,2024,1,Peer-to-peer payments,37578194,1.06154E+11
4366,Uttarakhand,2024,1,Recharge & bill payments,9496796,6717063555
4367,Uttarakhand,2024,1,Financial Services,68863,124505361
4368,Uttarakhand,2024,1,Others,91659,61042084
4369,West Bengal,2018,1,Recharge & bill payments,5773831,964309486
4370,West Bengal,2018,1,Peer-to-peer payments,4383075,8874266826
4371,West Bengal,2018,1,Financial Services,665171,119502272
4372,West Bengal,2018,1,Merchant payments,443378,366788700
4373,West Bengal,2018,1,Others,444770,301111269
4374,West Bengal,2018,2,Peer-to-peer payments,8284944,15889890047
4375,West Bengal,2018,2,Recharge & bill payments,7360522,1563841174
4376,West Bengal,2018,2,Financial Services,1121570,160809686
4377,West Bengal,2018,2,Merchant payments,937608,715914361
4378,West Bengal,2018,2,Others,377802,298728203
4379,West Bengal,2018,3,Peer-to-peer payments,41882429,38439798815
4380,West Bengal,2018,3,Recharge & bill payments,7596315,1992473341
4381,West Bengal,2018,3,Merchant payments,2252265,979603555
4382,West Bengal,2018,3,Financial Services,1619524,185187033
4383,West Bengal,2018,3,Others,354883,246871439
4384,West Bengal,2018,4,Peer-to-peer payments,17154995,35303180047
4385,West Bengal,2018,4,Recharge & bill payments,9425082,2467741143
4386,West Bengal,2018,4,Merchant payments,8633569,2294203497
4387,West Bengal,2018,4,Financial Services,734796,93755617
4388,West Bengal,2018,4,Others,565106,330738908
4389,West Bengal,2019,1,Peer-to-peer payments,27374206,44170923882
4390,West Bengal,2019,1,Recharge & bill payments,11659948,3021107712
4391,West Bengal,2019,1,Merchant payments,7636726,2645438308
4392,West Bengal,2019,1,Financial Services,525650,47986448
4393,West Bengal,2019,1,Others,429858,279216273
4394,West Bengal,2019,2,Peer-to-peer payments,20285958,48394974398
4395,West Bengal,2019,2,Merchant payments,13646142,4657258459
4396,West Bengal,2019,2,Recharge & bill payments,12129638,3676123279
4397,West Bengal,2019,2,Financial Services,421037,45646047
4398,West Bengal,2019,2,Others,540760,331688935
4399,West Bengal,2019,3,Merchant payments,30804036,8273187167
4400,West Bengal,2019,3,Peer-to-peer payments,21522913,57058405341
4401,West Bengal,2019,3,Recharge & bill payments,13011501,4832486822
4402,West Bengal,2019,3,Financial Services,558653,57054415
4403,West Bengal,2019,3,Others,547726,319398872
4404,West Bengal,2019,4,Peer-to-peer payments,67037576,76593333398
4405,West Bengal,2019,4,Recharge & bill payments,14511711,4859794690
4406,West Bengal,2019,4,Merchant payments,14187744,6477138701
4407,West Bengal,2019,4,Financial Services,653648,77047244
4408,West Bengal,2019,4,Others,415159,196296222
4409,West Bengal,2020,1,Peer-to-peer payments,28457404,82770282624
4410,West Bengal,2020,1,Merchant payments,19779392,8097859089
4411,West Bengal,2020,1,Recharge & bill payments,17448908,5550815440
4412,West Bengal,2020,1,Financial Services,210068,58280894
4413,West Bengal,2020,1,Others,354609,176067145
4414,West Bengal,2020,2,Peer-to-peer payments,24855687,84984004331
4415,West Bengal,2020,2,Recharge & bill payments,22220012,7496845562
4416,West Bengal,2020,2,Merchant payments,10225729,7404190138
4417,West Bengal,2020,2,Financial Services,130595,89987205
4418,West Bengal,2020,2,Others,244774,124404642
4419,West Bengal,2020,3,Peer-to-peer payments,37556349,1.33121E+11
4420,West Bengal,2020,3,Recharge & bill payments,22284079,8768630923
4421,West Bengal,2020,3,Merchant payments,19599024,14614394375
4422,West Bengal,2020,3,Financial Services,151996,125973421
4423,West Bengal,2020,3,Others,363056,183680984
4424,West Bengal,2020,4,Peer-to-peer payments,46437233,1.66392E+11
4425,West Bengal,2020,4,Merchant payments,30077510,22241302941
4426,West Bengal,2020,4,Recharge & bill payments,23158305,10074605883
4427,West Bengal,2020,4,Financial Services,178455,164241192
4428,West Bengal,2020,4,Others,489142,293466754
4429,West Bengal,2021,1,Peer-to-peer payments,53869075,2.0224E+11
4430,West Bengal,2021,1,Merchant payments,37143701,28918343691
4431,West Bengal,2021,1,Recharge & bill payments,26673733,11339665945
4432,West Bengal,2021,1,Financial Services,166727,175445812
4433,West Bengal,2021,1,Others,400816,263502545
4434,West Bengal,2021,2,Peer-to-peer payments,64661051,2.30812E+11
4435,West Bengal,2021,2,Merchant payments,41696787,34787867208
4436,West Bengal,2021,2,Recharge & bill payments,34799709,13331453858
4437,West Bengal,2021,2,Financial Services,190537,186466488
4438,West Bengal,2021,2,Others,549353,316744716
4439,West Bengal,2021,3,Peer-to-peer payments,84353949,2.948E+11
4440,West Bengal,2021,3,Merchant payments,58800005,50971169851
4441,West Bengal,2021,3,Recharge & bill payments,37556310,16045754099
4442,West Bengal,2021,3,Financial Services,189087,213411736
4443,West Bengal,2021,3,Others,813637,426999219
4444,West Bengal,2021,4,Peer-to-peer payments,105728377,3.72241E+11
4445,West Bengal,2021,4,Merchant payments,80248673,71231577539
4446,West Bengal,2021,4,Recharge & bill payments,37801439,17813903245
4447,West Bengal,2021,4,Financial Services,252535,270791057
4448,West Bengal,2021,4,Others,998536,660874216
4449,West Bengal,2022,1,Peer-to-peer payments,124787028,4.46344E+11
4450,West Bengal,2022,1,Merchant payments,97315025,85854730616
4451,West Bengal,2022,1,Recharge & bill payments,37317865,18435424278
4452,West Bengal,2022,1,Financial Services,239530,261096609
4453,West Bengal,2022,1,Others,845644,531671269
4454,West Bengal,2022,2,Peer-to-peer payments,145395450,5.20191E+11
4455,West Bengal,2022,2,Merchant payments,126682135,1.07049E+11
4456,West Bengal,2022,2,Recharge & bill payments,42712193,20697301165
4457,West Bengal,2022,2,Financial Services,191724,199770753
4458,West Bengal,2022,2,Others,760639,438407072
4459,West Bengal,2022,3,Peer-to-peer payments,163523844,5.56258E+11
4460,West Bengal,2022,3,Merchant payments,145181044,1.23577E+11
4461,West Bengal,2022,3,Recharge & bill payments,47208496,24221425247
4462,West Bengal,2022,3,Financial Services,238746,241288774
4463,West Bengal,2022,3,Others,640258,451918188
4464,West Bengal,2022,4,Peer-to-peer payments,184380244,6.20222E+11
4465,West Bengal,2022,4,Merchant payments,171667404,1.40808E+11
4466,West Bengal,2022,4,Recharge & bill payments,48921147,26026633153
4467,West Bengal,2022,4,Financial Services,268388,261122865
4468,West Bengal,2022,4,Others,610414,457937875
4469,West Bengal,2023,1,Peer-to-peer payments,209399898,7.12039E+11
4470,West Bengal,2023,1,Merchant payments,196695397,1.52529E+11
4471,West Bengal,2023,1,Recharge & bill payments,52273240,31580090540
4472,West Bengal,2023,1,Financial Services,287719,266872934
4473,West Bengal,2023,1,Others,622090,467935301
4474,West Bengal,2023,2,Merchant payments,245111000,1.76705E+11
4475,West Bengal,2023,2,Peer-to-peer payments,240347041,7.97055E+11
4476,West Bengal,2023,2,Recharge & bill payments,58950434,34789238757
4477,West Bengal,2023,2,Financial Services,327537,317467007
4478,West Bengal,2023,2,Others,581674,448989334
4479,West Bengal,2023,3,Merchant payments,296965002,2.0044E+11
4480,West Bengal,2023,3,Peer-to-peer payments,271150280,8.3105E+11
4481,West Bengal,2023,3,Recharge & bill payments,63055684,39209851435
4482,West Bengal,2023,3,Financial Services,389751,424985591
4483,West Bengal,2023,3,Others,532474,423285145
4484,West Bengal,2023,4,Merchant payments,354067997,2.39074E+11
4485,West Bengal,2023,4,Peer-to-peer payments,317959249,9.64139E+11
4486,West Bengal,2023,4,Recharge & bill payments,64920775,45319429210
4487,West Bengal,2023,4,Financial Services,480740,459007296
4488,West Bengal,2023,4,Others,524477,404156680
4489,West Bengal,2024,1,Merchant payments,407607197,2.73214E+11
4490,West Bengal,2024,1,Peer-to-peer payments,355646156,1.10074E+12
4491,West Bengal,2024,1,Recharge & bill payments,72216060,47161916445
