,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2004,Kerala,2018,1,Others,70067,47197742
2005,Kerala,2018,2,Recharge & bill payments,1230869,248080143
2006,Kerala,2018,2,Peer-to-peer payments,848291,3436199589
2007,Kerala,2018,2,Merchant payments,131217,144501582
2008,Kerala,2018,2,Financial Services,41100,12355589
2009,Kerala,2018,2,Others,56688,45786440
2010,Kerala,2018,3,Peer-to-peer payments,1425259,4823239268
2011,Kerala,2018,3,Recharge & bill payments,1407588,296352497
2012,Kerala,2018,3,Merchant payments,210974,160705489
2013,Kerala,2018,3,Financial Services,37286,6170643
2014,Kerala,2018,3,Others,53241,36557326
2015,Kerala,2018,4,Peer-to-peer payments,2073960,6959805155
2016,Kerala,2018,4,Recharge & bill payments,1679897,351296525
2017,Kerala,2018,4,Merchant payments,417114,378857200
2018,Kerala,2018,4,Financial Services,75084,10063657
2019,Kerala,2018,4,Others,64599,47338701
2020,Kerala,2019,1,Peer-to-peer payments,3601116,9314451112
2021,Kerala,2019,1,Recharge & bill payments,2180915,498453896
2022,Kerala,2019,1,Merchant payments,550707,371997848
2023,Kerala,2019,1,Financial Services,77652,7808574
2024,Kerala,2019,1,Others,58649,42319705
2025,Kerala,2019,2,Peer-to-peer payments,3519528,11630623424
2026,Kerala,2019,2,Recharge & bill payments,2711299,768892058
2027,Kerala,2019,2,Merchant payments,937130,569545843
2028,Kerala,2019,2,Financial Services,38869,5823292
2029,Kerala,2019,2,Others,77000,56486945
2030,Kerala,2019,3,Peer-to-peer payments,4181954,14433990011
2031,Kerala,2019,3,Recharge & bill payments,3431236,1051007778
2032,Kerala,2019,3,Merchant payments,1497029,879510566
2033,Kerala,2019,3,Financial Services,96130,8910529
2034,Kerala,2019,3,Others,79747,56390838
2035,Kerala,2019,4,Peer-to-peer payments,5859068,18537483865
2036,Kerala,2019,4,Recharge & bill payments,4097032,1287955352
2037,Kerala,2019,4,Merchant payments,2418428,1268704040
2038,Kerala,2019,4,Financial Services,50728,10816333
2039,Kerala,2019,4,Others,73381,46367048
2040,Kerala,2020,1,Peer-to-peer payments,6634439,22862907702
2041,Kerala,2020,1,Recharge & bill payments,5507580,1716538277
2042,Kerala,2020,1,Merchant payments,3485036,1810329140
2043,Kerala,2020,1,Financial Services,38050,17160615
2044,Kerala,2020,1,Others,68417,44149097
2045,Kerala,2020,2,Recharge & bill payments,7709714,2452435029
2046,Kerala,2020,2,Peer-to-peer payments,5603046,21309983655
2047,Kerala,2020,2,Merchant payments,2888260,2075701451
2048,Kerala,2020,2,Financial Services,40501,32921116
2049,Kerala,2020,2,Others,46446,23037228
2050,Kerala,2020,3,Peer-to-peer payments,8590587,33346812214
2051,Kerala,2020,3,Recharge & bill payments,7932950,2688361345
2052,Kerala,2020,3,Merchant payments,5065205,4016995194
2053,Kerala,2020,3,Financial Services,94130,76828721
2054,Kerala,2020,3,Others,75808,35153179
2055,Kerala,2020,4,Peer-to-peer payments,12941135,45686395928
2056,Kerala,2020,4,Merchant payments,10990709,7695667407
2057,Kerala,2020,4,Recharge & bill payments,9167428,3238199948
2058,Kerala,2020,4,Financial Services,73833,69202344
2059,Kerala,2020,4,Others,115082,65791021
2060,Kerala,2021,1,Peer-to-peer payments,16209203,55336812493
2061,Kerala,2021,1,Merchant payments,16105923,10058436408
2062,Kerala,2021,1,Recharge & bill payments,9837385,3732534739
2063,Kerala,2021,1,Financial Services,68012,69655548
2064,Kerala,2021,1,Others,95819,63530974
2065,Kerala,2021,2,Peer-to-peer payments,17026648,58152644526
2066,Kerala,2021,2,Merchant payments,16135060,11263178336
2067,Kerala,2021,2,Recharge & bill payments,13809151,4645548910
2068,Kerala,2021,2,Financial Services,88830,88370680
2069,Kerala,2021,2,Others,131344,77063984
2070,Kerala,2021,3,Merchant payments,25402350,17877677018
2071,Kerala,2021,3,Peer-to-peer payments,23378091,78598482306
2072,Kerala,2021,3,Recharge & bill payments,13979407,5008396079
2073,Kerala,2021,3,Financial Services,85730,101460242
2074,Kerala,2021,3,Others,182688,100146128
2075,Kerala,2021,4,Merchant payments,38574904,24589454633
2076,Kerala,2021,4,Peer-to-peer payments,29075528,92774490035
2077,Kerala,2021,4,Recharge & bill payments,13781815,5689390023
2078,Kerala,2021,4,Financial Services,108232,128238699
2079,Kerala,2021,4,Others,283262,160563554
2080,Kerala,2022,1,Merchant payments,47778743,28685388646
2081,Kerala,2022,1,Peer-to-peer payments,33089518,1.04623E+11
2082,Kerala,2022,1,Recharge & bill payments,14042317,6373570716
2083,Kerala,2022,1,Financial Services,134370,158926456
2084,Kerala,2022,1,Others,236017,147786423
2085,Kerala,2022,2,Merchant payments,55730158,34395023156
2086,Kerala,2022,2,Peer-to-peer payments,35630060,1.12814E+11
2087,Kerala,2022,2,Recharge & bill payments,14701207,7230489227
2088,Kerala,2022,2,Financial Services,110336,133436810
2089,Kerala,2022,2,Others,193561,123664237
2090,Kerala,2022,3,Merchant payments,64984061,37852759990
2091,Kerala,2022,3,Peer-to-peer payments,38774832,1.16414E+11
2092,Kerala,2022,3,Recharge & bill payments,15289755,7709237374
2093,Kerala,2022,3,Financial Services,146673,162861560
2094,Kerala,2022,3,Others,167583,121557246
2095,Kerala,2022,4,Merchant payments,74647115,40607857086
2096,Kerala,2022,4,Peer-to-peer payments,42471676,1.24565E+11
2097,Kerala,2022,4,Recharge & bill payments,15520670,8075692517
2098,Kerala,2022,4,Financial Services,164334,191307058
2099,Kerala,2022,4,Others,156673,120224235
2100,Kerala,2023,1,Merchant payments,84583249,44370168231
2101,Kerala,2023,1,Peer-to-peer payments,46080274,1.38478E+11
2102,Kerala,2023,1,Recharge & bill payments,16629085,10446589963
2103,Kerala,2023,1,Financial Services,160843,201389795
2104,Kerala,2023,1,Others,168114,141022419
2105,Kerala,2023,2,Merchant payments,90195971,49220348954
2106,Kerala,2023,2,Peer-to-peer payments,48068911,1.46558E+11
2107,Kerala,2023,2,Recharge & bill payments,17613119,11702913951
2108,Kerala,2023,2,Financial Services,162540,193012060
2109,Kerala,2023,2,Others,130076,122278822
2110,Kerala,2023,3,Merchant payments,100971920,54395884988
2111,Kerala,2023,3,Peer-to-peer payments,51765006,1.53334E+11
2112,Kerala,2023,3,Recharge & bill payments,17617414,12247443070
2113,Kerala,2023,3,Financial Services,186185,243267285
2114,Kerala,2023,3,Others,118126,112033305
2115,Kerala,2023,4,Merchant payments,108137761,55180695119
2116,Kerala,2023,4,Peer-to-peer payments,54694399,1.56361E+11
2117,Kerala,2023,4,Recharge & bill payments,16678550,13074043821
2118,Kerala,2023,4,Financial Services,225961,270144459
2119,Kerala,2023,4,Others,106422,99220448
2120,Kerala,2024,1,Merchant payments,110514883,56336344201
2121,Kerala,2024,1,Peer-to-peer payments,54327957,1.56297E+11
2122,Kerala,2024,1,Recharge & bill payments,16331869,14085091643
2123,Kerala,2024,1,Financial Services,200007,279404679
2124,Kerala,2024,1,Others,89250,80271071
2125,Ladakh,2018,1,Recharge & bill payments,3550,927251
2126,Ladakh,2018,1,Peer-to-peer payments,1752,10767804
2127,Ladakh,2018,1,Merchant payments,320,369328
2128,Ladakh,2018,1,Financial Services,132,274283
2129,Ladakh,2018,1,Others,335,194192
2130,Ladakh,2018,2,Recharge & bill payments,8075,2417434
2131,Ladakh,2018,2,Peer-to-peer payments,5667,42638443
2132,Ladakh,2018,2,Merchant payments,724,1761366
2133,Ladakh,2018,2,Financial Services,151,127325
2134,Ladakh,2018,2,Others,393,390334
2135,Ladakh,2018,3,Recharge & bill payments,13136,4676712
2136,Ladakh,2018,3,Peer-to-peer payments,10133,77085891
2137,Ladakh,2018,3,Merchant payments,1168,2016579
2138,Ladakh,2018,3,Financial Services,84,69317
2139,Ladakh,2018,3,Others,343,242478
2140,Ladakh,2018,4,Recharge & bill payments,16650,5701933
2141,Ladakh,2018,4,Peer-to-peer payments,15939,123611780
2142,Ladakh,2018,4,Merchant payments,1881,5082667
2143,Ladakh,2018,4,Financial Services,142,94605
2144,Ladakh,2018,4,Others,599,1031858
2145,Ladakh,2019,1,Peer-to-peer payments,22076,139715922
2146,Ladakh,2019,1,Recharge & bill payments,20014,7186109
2147,Ladakh,2019,1,Merchant payments,3238,4967122
2148,Ladakh,2019,1,Financial Services,114,111851
2149,Ladakh,2019,1,Others,703,878916
2150,Ladakh,2019,2,Peer-to-peer payments,34202,240305710
2151,Ladakh,2019,2,Recharge & bill payments,25357,10116773
2152,Ladakh,2019,2,Merchant payments,8220,7726519
2153,Ladakh,2019,2,Financial Services,86,113767
2154,Ladakh,2019,2,Others,907,992737
2155,Ladakh,2019,3,Peer-to-peer payments,43198,303596368
2156,Ladakh,2019,3,Recharge & bill payments,41491,18054746
2157,Ladakh,2019,3,Merchant payments,6963,8096083
2158,Ladakh,2019,3,Financial Services,48,148633
2159,Ladakh,2019,3,Others,696,1233697
2160,Ladakh,2019,4,Peer-to-peer payments,42095,298044909
2161,Ladakh,2019,4,Recharge & bill payments,35467,16510212
2162,Ladakh,2019,4,Merchant payments,6522,8717894
2163,Ladakh,2019,4,Financial Services,46,162761
2164,Ladakh,2019,4,Others,576,1253585
2165,Ladakh,2020,1,Peer-to-peer payments,51560,339551900
2166,Ladakh,2020,1,Recharge & bill payments,49801,23010665
2167,Ladakh,2020,1,Merchant payments,14264,13338124
2168,Ladakh,2020,1,Financial Services,204,583109
2169,Ladakh,2020,1,Others,590,1155879
2170,Ladakh,2020,2,Recharge & bill payments,70601,32087339
2171,Ladakh,2020,2,Peer-to-peer payments,68450,470749365
2172,Ladakh,2020,2,Merchant payments,15132,19679330
2173,Ladakh,2020,2,Financial Services,337,786069
2174,Ladakh,2020,2,Others,490,490895
2175,Ladakh,2020,3,Peer-to-peer payments,108345,751333715
2176,Ladakh,2020,3,Recharge & bill payments,81623,40380075
2177,Ladakh,2020,3,Merchant payments,36861,40538779
2178,Ladakh,2020,3,Financial Services,621,2334918
2179,Ladakh,2020,3,Others,772,900014
2180,Ladakh,2020,4,Peer-to-peer payments,151582,985814864
2181,Ladakh,2020,4,Recharge & bill payments,94133,44185251
2182,Ladakh,2020,4,Merchant payments,83868,77511378
2183,Ladakh,2020,4,Financial Services,729,1965055
2184,Ladakh,2020,4,Others,1822,2486922
2185,Ladakh,2021,1,Peer-to-peer payments,141894,869999786
2186,Ladakh,2021,1,Recharge & bill payments,72719,35459532
2187,Ladakh,2021,1,Merchant payments,58875,74977913
2188,Ladakh,2021,1,Financial Services,629,1455016
2189,Ladakh,2021,1,Others,1298,1527565
2190,Ladakh,2021,2,Peer-to-peer payments,209818,1259044412
2191,Ladakh,2021,2,Recharge & bill payments,95458,44754722
2192,Ladakh,2021,2,Merchant payments,92078,119608470
2193,Ladakh,2021,2,Financial Services,755,1756762
2194,Ladakh,2021,2,Others,1607,2094729
2195,Ladakh,2021,3,Peer-to-peer payments,330919,1917311078
2196,Ladakh,2021,3,Merchant payments,135108,233260757
2197,Ladakh,2021,3,Recharge & bill payments,121856,58750082
2198,Ladakh,2021,3,Financial Services,900,1911626
2199,Ladakh,2021,3,Others,2204,2751202
2200,Ladakh,2021,4,Peer-to-peer payments,337120,1804428550
2201,Ladakh,2021,4,Merchant payments,169110,284786366
2202,Ladakh,2021,4,Recharge & bill payments,120607,58403893
2203,Ladakh,2021,4,Financial Services,912,3068709
2204,Ladakh,2021,4,Others,2438,2847620
2205,Ladakh,2022,1,Peer-to-peer payments,343041,1685241981
2206,Ladakh,2022,1,Merchant payments,167100,279354509
2207,Ladakh,2022,1,Recharge & bill payments,116486,56203999
2208,Ladakh,2022,1,Financial Services,1247,2023328
2209,Ladakh,2022,1,Others,2141,2217102
2210,Ladakh,2022,2,Peer-to-peer payments,608870,2941624382
2211,Ladakh,2022,2,Merchant payments,346146,508439377
2212,Ladakh,2022,2,Recharge & bill payments,158996,88531678
2213,Ladakh,2022,2,Financial Services,1585,2487560
2214,Ladakh,2022,2,Others,2476,2235181
2215,Ladakh,2022,3,Peer-to-peer payments,659896,2955729492
2216,Ladakh,2022,3,Merchant payments,367022,551472984
2217,Ladakh,2022,3,Recharge & bill payments,160269,94288872
2218,Ladakh,2022,3,Financial Services,1555,1815867
2219,Ladakh,2022,3,Others,2116,1892135
2220,Ladakh,2022,4,Peer-to-peer payments,559259,2350047972
2221,Ladakh,2022,4,Merchant payments,382456,462189599
2222,Ladakh,2022,4,Recharge & bill payments,138793,79767791
2223,Ladakh,2022,4,Financial Services,1248,1198715
2224,Ladakh,2022,4,Others,1616,1273496
2225,Ladakh,2023,1,Peer-to-peer payments,796687,3112641857
2226,Ladakh,2023,1,Merchant payments,561734,601420766
2227,Ladakh,2023,1,Recharge & bill payments,204592,129440564
2228,Ladakh,2023,1,Financial Services,1610,3389191
2229,Ladakh,2023,1,Others,2623,2128920
2230,Ladakh,2023,2,Peer-to-peer payments,1479909,5891146705
2231,Ladakh,2023,2,Merchant payments,1121362,1074373616
2232,Ladakh,2023,2,Recharge & bill payments,337017,218229701
2233,Ladakh,2023,2,Financial Services,1885,4432032
2234,Ladakh,2023,2,Others,3642,2921832
2235,Ladakh,2023,3,Peer-to-peer payments,1781959,6563524375
2236,Ladakh,2023,3,Merchant payments,1429581,1424016428
2237,Ladakh,2023,3,Recharge & bill payments,402319,245485697
2238,Ladakh,2023,3,Financial Services,3579,14887998
2239,Ladakh,2023,3,Others,3928,2657745
2240,Ladakh,2023,4,Peer-to-peer payments,1435341,5438596932
2241,Ladakh,2023,4,Merchant payments,1375598,1254754525
2242,Ladakh,2023,4,Recharge & bill payments,332620,236148603
2243,Ladakh,2023,4,Financial Services,3065,11423623
2244,Ladakh,2023,4,Others,3594,2063262
2245,Ladakh,2024,1,Merchant payments,1428526,1281667292
2246,Ladakh,2024,1,Peer-to-peer payments,1254570,4577031986
2247,Ladakh,2024,1,Recharge & bill payments,298740,214700854
2248,Ladakh,2024,1,Financial Services,3182,10455927
2249,Ladakh,2024,1,Others,2083,1534602
2250,Lakshadweep,2018,1,Peer-to-peer payments,423,1860278
2251,Lakshadweep,2018,1,Recharge & bill payments,342,61432
2252,Lakshadweep,2018,1,Merchant payments,5,591
2253,Lakshadweep,2018,1,Others,8,6310
2254,Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123
2255,Lakshadweep,2018,2,Recharge & bill payments,750,353203
2256,Lakshadweep,2018,2,Merchant payments,42,64568
2257,Lakshadweep,2018,2,Financial Services,6,9134
2258,Lakshadweep,2018,2,Others,19,3781
2259,Lakshadweep,2018,3,Peer-to-peer payments,841,3926049
2260,Lakshadweep,2018,3,Recharge & bill payments,760,300978
2261,Lakshadweep,2018,3,Merchant payments,87,94046
2262,Lakshadweep,2018,3,Others,15,17959
2263,Lakshadweep,2018,4,Recharge & bill payments,792,351201
2264,Lakshadweep,2018,4,Peer-to-peer payments,689,3841230
2265,Lakshadweep,2018,4,Merchant payments,144,262080
2266,Lakshadweep,2018,4,Financial Services,6,390
2267,Lakshadweep,2018,4,Others,11,8312
2268,Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402
2269,Lakshadweep,2019,1,Recharge & bill payments,1173,353871
2270,Lakshadweep,2019,1,Merchant payments,113,183062
2271,Lakshadweep,2019,1,Others,12,27795
2272,Lakshadweep,2019,2,Recharge & bill payments,1448,436735
2273,Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732
2274,Lakshadweep,2019,2,Merchant payments,137,190717
2275,Lakshadweep,2019,2,Others,23,12340
2276,Lakshadweep,2019,3,Recharge & bill payments,1528,503049
2277,Lakshadweep,2019,3,Peer-to-peer payments,1455,8923274
2278,Lakshadweep,2019,3,Merchant payments,111,215160
2279,Lakshadweep,2019,3,Others,10,10279
2280,Lakshadweep,2019,4,Recharge & bill payments,1801,618156
2281,Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413
2282,Lakshadweep,2019,4,Merchant payments,188,211414
2283,Lakshadweep,2019,4,Financial Services,2,34
2284,Lakshadweep,2019,4,Others,21,56896
2285,Lakshadweep,2020,1,Recharge & bill payments,2684,789255
2286,Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327
2287,Lakshadweep,2020,1,Merchant payments,387,216594
2288,Lakshadweep,2020,1,Others,12,33192
2289,Lakshadweep,2020,2,Recharge & bill payments,4497,1061694
2290,Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605
2291,Lakshadweep,2020,2,Merchant payments,472,971609
2292,Lakshadweep,2020,2,Financial Services,60,158594
2293,Lakshadweep,2020,2,Others,15,32420
2294,Lakshadweep,2020,3,Recharge & bill payments,4696,1186948
2295,Lakshadweep,2020,3,Peer-to-peer payments,2946,19189392
2296,Lakshadweep,2020,3,Merchant payments,903,842981
2297,Lakshadweep,2020,3,Financial Services,27,45458
2298,Lakshadweep,2020,3,Others,17,42055
2299,Lakshadweep,2020,4,Recharge & bill payments,5187,1499298
2300,Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123
2301,Lakshadweep,2020,4,Merchant payments,1668,1227102
2302,Lakshadweep,2020,4,Financial Services,22,13969
2303,Lakshadweep,2020,4,Others,32,86826
2304,Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715
2305,Lakshadweep,2021,1,Recharge & bill payments,3541,1070209
2306,Lakshadweep,2021,1,Merchant payments,1537,1040214
2307,Lakshadweep,2021,1,Financial Services,19,15929
2308,Lakshadweep,2021,1,Others,46,92716
2309,Lakshadweep,2021,2,Recharge & bill payments,5499,1745296
2310,Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417
2311,Lakshadweep,2021,2,Merchant payments,1743,1525332
2312,Lakshadweep,2021,2,Financial Services,29,15052
2313,Lakshadweep,2021,2,Others,44,101366
2314,Lakshadweep,2021,3,Peer-to-peer payments,5687,34142108
2315,Lakshadweep,2021,3,Recharge & bill payments,5153,1700287
2316,Lakshadweep,2021,3,Merchant payments,2450,2750367
2317,Lakshadweep,2021,3,Financial Services,48,137227
2318,Lakshadweep,2021,3,Others,32,73174
2319,Lakshadweep,2021,4,Peer-to-peer payments,7154,44696669
2320,Lakshadweep,2021,4,Recharge & bill payments,5355,2093901
2321,Lakshadweep,2021,4,Merchant payments,2872,4071239
2322,Lakshadweep,2021,4,Financial Services,27,19995
2323,Lakshadweep,2021,4,Others,62,116382
2324,Lakshadweep,2022,1,Peer-to-peer payments,7913,48590865
2325,Lakshadweep,2022,1,Recharge & bill payments,5334,2322580
2326,Lakshadweep,2022,1,Merchant payments,3048,3838358
2327,Lakshadweep,2022,1,Financial Services,39,38274
2328,Lakshadweep,2022,1,Others,63,149355
2329,Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728
2330,Lakshadweep,2022,2,Recharge & bill payments,5366,2386145
2331,Lakshadweep,2022,2,Merchant payments,3602,4895657
2332,Lakshadweep,2022,2,Financial Services,59,87128
2333,Lakshadweep,2022,2,Others,51,108944
2334,Lakshadweep,2022,3,Peer-to-peer payments,7533,40029004
2335,Lakshadweep,2022,3,Recharge & bill payments,4441,1936538
2336,Lakshadweep,2022,3,Merchant payments,3142,5469201
2337,Lakshadweep,2022,3,Financial Services,64,63630
2338,Lakshadweep,2022,3,Others,61,81637
2339,Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386
2340,Lakshadweep,2022,4,Recharge & bill payments,4557,2024739
2341,Lakshadweep,2022,4,Merchant payments,3819,5250991
2342,Lakshadweep,2022,4,Financial Services,35,26453
2343,Lakshadweep,2022,4,Others,50,61304
2344,Lakshadweep,2023,1,Peer-to-peer payments,14918,73202195
2345,Lakshadweep,2023,1,Recharge & bill payments,8287,3929048
2346,Lakshadweep,2023,1,Merchant payments,6123,7988014
2347,Lakshadweep,2023,1,Financial Services,153,160430
2348,Lakshadweep,2023,1,Others,39,42274
2349,Lakshadweep,2023,2,Peer-to-peer payments,16924,80630344
2350,Lakshadweep,2023,2,Merchant payments,9524,12585603
2351,Lakshadweep,2023,2,Recharge & bill payments,8287,4632264
2352,Lakshadweep,2023,2,Financial Services,105,52460
2353,Lakshadweep,2023,2,Others,78,86767
2354,Lakshadweep,2023,3,Peer-to-peer payments,20220,77301147
2355,Lakshadweep,2023,3,Merchant payments,14902,12027729
2356,Lakshadweep,2023,3,Recharge & bill payments,8577,5093309
2357,Lakshadweep,2023,3,Financial Services,16,12540
2358,Lakshadweep,2023,3,Others,42,92336
2359,Lakshadweep,2023,4,Merchant payments,27931,20455699
2360,Lakshadweep,2023,4,Peer-to-peer payments,25886,93623472
2361,Lakshadweep,2023,4,Recharge & bill payments,9527,5537222
2362,Lakshadweep,2023,4,Financial Services,79,102991
2363,Lakshadweep,2023,4,Others,56,111999
2364,Lakshadweep,2024,1,Merchant payments,42704,26729830
2365,Lakshadweep,2024,1,Peer-to-peer payments,28805,96802351
2366,Lakshadweep,2024,1,Recharge & bill payments,9584,6450723
2367,Lakshadweep,2024,1,Financial Services,36,19372
2368,Lakshadweep,2024,1,Others,47,50105
2369,Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311
2370,Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790589
2371,Madhya Pradesh,2018,1,Financial Services,230519,43374289
2372,Madhya Pradesh,2018,1,Merchant payments,196394,170119674
2373,Madhya Pradesh,2018,1,Others,346002,210261541
2374,Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090446
2375,Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482
2376,Madhya Pradesh,2018,2,Merchant payments,397135,339308203
2377,Madhya Pradesh,2018,2,Financial Services,305553,53860332
2378,Madhya Pradesh,2018,2,Others,264797,243218603
2379,Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686209
2380,Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773857
2381,Madhya Pradesh,2018,3,Merchant payments,784995,465390820
2382,Madhya Pradesh,2018,3,Financial Services,359440,46120459
2383,Madhya Pradesh,2018,3,Others,260780,212770861
2384,Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348665
2385,Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345517
2386,Madhya Pradesh,2018,4,Merchant payments,2056426,1036249754
2387,Madhya Pradesh,2018,4,Financial Services,313540,43367243
2388,Madhya Pradesh,2018,4,Others,297532,259296894
2389,Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183
2390,Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593842
2391,Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222
2392,Madhya Pradesh,2019,1,Financial Services,290838,28901169
2393,Madhya Pradesh,2019,1,Others,315553,239879106
2394,Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841794
2395,Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178
2396,Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681
2397,Madhya Pradesh,2019,2,Financial Services,149197,18869662
2398,Madhya Pradesh,2019,2,Others,451751,313802065
2399,Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703
2400,Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307
2401,Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609
2402,Madhya Pradesh,2019,3,Financial Services,192821,25654169
2403,Madhya Pradesh,2019,3,Others,466385,278578703
2404,Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471162
2405,Madhya Pradesh,2019,4,Merchant payments,19447707,7304157802
2406,Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821721
2407,Madhya Pradesh,2019,4,Financial Services,127116,24020061
2408,Madhya Pradesh,2019,4,Others,392270,190456045
2409,Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,1.10326E+11
2410,Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848
2411,Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610610
2412,Madhya Pradesh,2020,1,Financial Services,68055,30645714
2413,Madhya Pradesh,2020,1,Others,351379,170790656
2414,Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,1.28185E+11
2415,Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957
2416,Madhya Pradesh,2020,2,Merchant payments,13685723,10666223054
2417,Madhya Pradesh,2020,2,Financial Services,80988,62073621
2418,Madhya Pradesh,2020,2,Others,215376,104956802
2419,Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,1.74979E+11
2420,Madhya Pradesh,2020,3,Merchant payments,31879804,20621273982
2421,Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567
2422,Madhya Pradesh,2020,3,Financial Services,131725,122971108
2423,Madhya Pradesh,2020,3,Others,316321,144259293
2424,Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,2.35584E+11
2425,Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877
2426,Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483
2427,Madhya Pradesh,2020,4,Financial Services,149532,132590450
2428,Madhya Pradesh,2020,4,Others,487537,264996098
2429,Madhya Pradesh,2021,1,Merchant payments,84812245,50098244500
2430,Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,2.79938E+11
2431,Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041
2432,Madhya Pradesh,2021,1,Financial Services,169378,161838390
2433,Madhya Pradesh,2021,1,Others,445569,274786748
2434,Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,3.48936E+11
2435,Madhya Pradesh,2021,2,Merchant payments,77113464,58839392450
2436,Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546399
2437,Madhya Pradesh,2021,2,Financial Services,188726,177313390
2438,Madhya Pradesh,2021,2,Others,526333,317753606
2439,Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792
2440,Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,3.98913E+11
2441,Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346051
2442,Madhya Pradesh,2021,3,Financial Services,174454,180366423
2443,Madhya Pradesh,2021,3,Others,742972,408508699
2444,Madhya Pradesh,2021,4,Merchant payments,197193842,1.26461E+11
2445,Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,5.07119E+11
2446,Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779
2447,Madhya Pradesh,2021,4,Financial Services,247925,246488171
2448,Madhya Pradesh,2021,4,Others,996331,568617376
2449,Madhya Pradesh,2022,1,Merchant payments,237691924,1.4331E+11
2450,Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,5.78202E+11
2451,Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564
2452,Madhya Pradesh,2022,1,Financial Services,222923,219927120
2453,Madhya Pradesh,2022,1,Others,909453,495513515
2454,Madhya Pradesh,2022,2,Merchant payments,287616385,1.74183E+11
2455,Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,6.63181E+11
2456,Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694282
2457,Madhya Pradesh,2022,2,Financial Services,157672,153944500
2458,Madhya Pradesh,2022,2,Others,713506,381178326
2459,Madhya Pradesh,2022,3,Merchant payments,391105651,2.12446E+11
2460,Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,7.8065E+11
2461,Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574048
2462,Madhya Pradesh,2022,3,Financial Services,240678,236981164
2463,Madhya Pradesh,2022,3,Others,750665,442608717
2464,Madhya Pradesh,2022,4,Merchant payments,492999084,2.72802E+11
2465,Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,9.84255E+11
2466,Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248069
2467,Madhya Pradesh,2022,4,Financial Services,286931,278304973
2468,Madhya Pradesh,2022,4,Others,785003,521508121
2469,Madhya Pradesh,2023,1,Merchant payments,404378350,2.08282E+11
