,State,Year,Quarter,district,registeredUsers,appOpens
11623,Odisha,2021,1,mayurbhanj ,318465,7758426
11624,Odisha,2021,1,jharsuguda ,178481,5914718
11625,Odisha,2021,1,kandhamal ,83432,2180242
11626,Odisha,2021,1,deogarh ,37397,1031539
11627,Odisha,2021,1,sundargarh ,450776,12987159
11628,Odisha,2021,1,jagatsinghapur ,300122,9094056
11629,Odisha,2021,1,balangir ,238380,6473331
11630,Odisha,2021,1,baleshwar ,557273,14507340
11631,Odisha,2021,1,puri ,431553,13992697
11632,Odisha,2021,1,sonepur ,94551,2395249
11633,Odisha,2021,1,khordha ,1415897,63590946
11634,Odisha,2021,1,boudh ,58177,1553860
11635,Odisha,2021,1,gajapati ,74629,2771507
11636,Odisha,2021,1,nayagarh ,198238,5903431
11637,Odisha,2021,1,nabarangpur ,86833,2514529
11638,Odisha,2021,1,kendrapara ,293287,8928474
11639,Odisha,2021,1,cuttack ,784846,27238288
11640,Odisha,2021,2,rayagada ,161874,11968717
11641,Odisha,2021,2,koraput ,182181,12614422
11642,Odisha,2021,2,malkangiri ,63880,5010275
11643,Odisha,2021,2,sambalpur ,275001,11542753
11644,Odisha,2021,2,kalahandi ,227704,12075656
11645,Odisha,2021,2,anugul ,338114,13461863
11646,Odisha,2021,2,ganjam ,772409,27608178
11647,Odisha,2021,2,jajapur ,518570,15539082
11648,Odisha,2021,2,bargarh ,233243,9225430
11649,Odisha,2021,2,dhenkanal ,271626,11854300
11650,Odisha,2021,2,bhadrak ,392928,10893119
11651,Odisha,2021,2,nuapada ,77158,4903840
11652,Odisha,2021,2,kendujhar ,379263,19018016
11653,Odisha,2021,2,mayurbhanj ,342898,14693303
11654,Odisha,2021,2,jharsuguda ,191043,6410583
11655,Odisha,2021,2,kandhamal ,89548,5961388
11656,Odisha,2021,2,deogarh ,40332,3282902
11657,Odisha,2021,2,sundargarh ,482937,18200575
11658,Odisha,2021,2,jagatsinghapur ,321155,8665991
11659,Odisha,2021,2,balangir ,256186,12318530
11660,Odisha,2021,2,baleshwar ,596366,14433914
11661,Odisha,2021,2,puri ,462146,13385190
11662,Odisha,2021,2,sonepur ,101584,4584965
11663,Odisha,2021,2,khordha ,1511068,41038670
11664,Odisha,2021,2,boudh ,62600,3741556
11665,Odisha,2021,2,gajapati ,80263,6162465
11666,Odisha,2021,2,nayagarh ,212420,8448067
11667,Odisha,2021,2,nabarangpur ,93780,7567759
11668,Odisha,2021,2,kendrapara ,313828,9803145
11669,Odisha,2021,2,cuttack ,838924,23161840
11670,Odisha,2021,3,rayagada ,174728,16760831
11671,Odisha,2021,3,koraput ,196851,19367873
11672,Odisha,2021,3,malkangiri ,69669,7180765
11673,Odisha,2021,3,sambalpur ,296251,15869804
11674,Odisha,2021,3,kalahandi ,246601,17464237
11675,Odisha,2021,3,anugul ,364818,17878073
11676,Odisha,2021,3,ganjam ,831869,33950452
11677,Odisha,2021,3,jajapur ,558822,19161874
11678,Odisha,2021,3,bargarh ,252144,13182847
11679,Odisha,2021,3,dhenkanal ,292800,15108969
11680,Odisha,2021,3,bhadrak ,423068,13467683
11681,Odisha,2021,3,nuapada ,83716,7525872
11682,Odisha,2021,3,kendujhar ,410049,25107639
11683,Odisha,2021,3,mayurbhanj ,371425,20700116
11684,Odisha,2021,3,jharsuguda ,205663,8885748
11685,Odisha,2021,3,kandhamal ,96862,9090971
11686,Odisha,2021,3,deogarh ,43737,4653968
11687,Odisha,2021,3,sundargarh ,520155,25326483
11688,Odisha,2021,3,jagatsinghapur ,345234,10720210
11689,Odisha,2021,3,balangir ,277146,17707579
11690,Odisha,2021,3,baleshwar ,641826,18593887
11691,Odisha,2021,3,puri ,497069,17210743
11692,Odisha,2021,3,sonepur ,109924,6096184
11693,Odisha,2021,3,khordha ,1618171,54826366
11694,Odisha,2021,3,boudh ,67782,5211233
11695,Odisha,2021,3,gajapati ,86765,8993662
11696,Odisha,2021,3,nayagarh ,228677,10186197
11697,Odisha,2021,3,nabarangpur ,102244,11629745
11698,Odisha,2021,3,kendrapara ,337718,11487316
11699,Odisha,2021,3,cuttack ,900706,29532377
11700,Odisha,2021,4,rayagada ,187562,11692290
11701,Odisha,2021,4,koraput ,211160,12137241
11702,Odisha,2021,4,malkangiri ,75114,3760894
11703,Odisha,2021,4,sambalpur ,317259,15914880
11704,Odisha,2021,4,kalahandi ,264773,12924135
11705,Odisha,2021,4,anugul ,390981,17480548
11706,Odisha,2021,4,ganjam ,889686,43221176
11707,Odisha,2021,4,jajapur ,598043,31222102
11708,Odisha,2021,4,bargarh ,270113,11531339
11709,Odisha,2021,4,dhenkanal ,313502,14877091
11710,Odisha,2021,4,bhadrak ,452384,20733469
11711,Odisha,2021,4,nuapada ,90146,4390762
11712,Odisha,2021,4,kendujhar ,440078,21635153
11713,Odisha,2021,4,mayurbhanj ,399076,15901243
11714,Odisha,2021,4,jharsuguda ,220010,11963212
11715,Odisha,2021,4,kandhamal ,103926,4452108
11716,Odisha,2021,4,deogarh ,47096,1991762
11717,Odisha,2021,4,sundargarh ,556973,25758922
11718,Odisha,2021,4,jagatsinghapur ,368959,17301864
11719,Odisha,2021,4,balangir ,297438,13714912
11720,Odisha,2021,4,baleshwar ,685881,28631052
11721,Odisha,2021,4,puri ,531127,26165403
11722,Odisha,2021,4,sonepur ,117909,4637687
11723,Odisha,2021,4,khordha ,1725313,103883281
11724,Odisha,2021,4,boudh ,72717,2992225
11725,Odisha,2021,4,gajapati ,93201,5454899
11726,Odisha,2021,4,nayagarh ,244622,10314176
11727,Odisha,2021,4,nabarangpur ,110406,6115274
11728,Odisha,2021,4,kendrapara ,361439,17130729
11729,Odisha,2021,4,cuttack ,962341,49421617
11730,Odisha,2022,1,rayagada ,199745,27904765
11731,Odisha,2022,1,koraput ,224651,39781670
11732,Odisha,2022,1,malkangiri ,80251,18234967
11733,Odisha,2022,1,sambalpur ,337359,22839033
11734,Odisha,2022,1,kalahandi ,282939,30504810
11735,Odisha,2022,1,anugul ,416483,17717957
11736,Odisha,2022,1,ganjam ,946066,35224808
11737,Odisha,2022,1,jajapur ,636291,13870670
11738,Odisha,2022,1,bargarh ,288188,21570405
11739,Odisha,2022,1,dhenkanal ,334288,18904610
11740,Odisha,2022,1,bhadrak ,481063,11229503
11741,Odisha,2022,1,nuapada ,96377,14268956
11742,Odisha,2022,1,kendujhar ,469295,38823385
11743,Odisha,2022,1,mayurbhanj ,426398,37004061
11744,Odisha,2022,1,jharsuguda ,234082,10212241
11745,Odisha,2022,1,kandhamal ,110888,16470623
11746,Odisha,2022,1,deogarh ,50320,8099241
11747,Odisha,2022,1,sundargarh ,592346,40157197
11748,Odisha,2022,1,jagatsinghapur ,392154,6174742
11749,Odisha,2022,1,balangir ,317138,28639512
11750,Odisha,2022,1,baleshwar ,728990,15519468
11751,Odisha,2022,1,puri ,564442,14364283
11752,Odisha,2022,1,sonepur ,125997,10956996
11753,Odisha,2022,1,khordha ,1827307,23177026
11754,Odisha,2022,1,boudh ,77892,8481506
11755,Odisha,2022,1,gajapati ,99565,16191101
11756,Odisha,2022,1,nayagarh ,260324,11960161
11757,Odisha,2022,1,nabarangpur ,117939,27644841
11758,Odisha,2022,1,kendrapara ,384475,10109615
11759,Odisha,2022,1,cuttack ,1021526,17817312
11760,Odisha,2022,2,rayagada ,211140,31430424
11761,Odisha,2022,2,koraput ,237081,47274564
11762,Odisha,2022,2,malkangiri ,84884,19891279
11763,Odisha,2022,2,sambalpur ,356271,25229949
11764,Odisha,2022,2,kalahandi ,299472,32115481
11765,Odisha,2022,2,anugul ,440242,19193666
11766,Odisha,2022,2,ganjam ,999398,39525025
11767,Odisha,2022,2,jajapur ,672209,14113435
11768,Odisha,2022,2,bargarh ,304554,23608819
11769,Odisha,2022,2,dhenkanal ,353317,22673681
11770,Odisha,2022,2,bhadrak ,507695,11401607
11771,Odisha,2022,2,nuapada ,101852,15706025
11772,Odisha,2022,2,kendujhar ,496154,42781421
11773,Odisha,2022,2,mayurbhanj ,451049,41951412
11774,Odisha,2022,2,jharsuguda ,247348,10509895
11775,Odisha,2022,2,kandhamal ,117216,18747026
11776,Odisha,2022,2,deogarh ,53242,9142000
11777,Odisha,2022,2,sundargarh ,625606,44748581
11778,Odisha,2022,2,jagatsinghapur ,414004,6001985
11779,Odisha,2022,2,balangir ,335510,30546407
11780,Odisha,2022,2,baleshwar ,769737,16393327
11781,Odisha,2022,2,puri ,595694,13831227
11782,Odisha,2022,2,sonepur ,133295,10960661
11783,Odisha,2022,2,khordha ,1924289,22124501
11784,Odisha,2022,2,boudh ,82326,9202348
11785,Odisha,2022,2,gajapati ,105268,18586944
11786,Odisha,2022,2,nayagarh ,274898,13931319
11787,Odisha,2022,2,nabarangpur ,124828,31033185
11788,Odisha,2022,2,kendrapara ,406125,10419790
11789,Odisha,2022,2,cuttack ,1077286,17235109
11790,Odisha,2022,3,rayagada ,222586,33945163
11791,Odisha,2022,3,koraput ,249470,53647667
11792,Odisha,2022,3,malkangiri ,89362,23837496
11793,Odisha,2022,3,sambalpur ,375127,27943716
11794,Odisha,2022,3,kalahandi ,315775,40099719
11795,Odisha,2022,3,anugul ,464296,19729655
11796,Odisha,2022,3,ganjam ,1054407,38860922
11797,Odisha,2022,3,jajapur ,709685,13224455
11798,Odisha,2022,3,bargarh ,320560,27614270
11799,Odisha,2022,3,dhenkanal ,372560,23712251
11800,Odisha,2022,3,bhadrak ,535581,9788610
11801,Odisha,2022,3,nuapada ,107220,19020938
11802,Odisha,2022,3,kendujhar ,523219,43193575
11803,Odisha,2022,3,mayurbhanj ,475312,45099249
11804,Odisha,2022,3,jharsuguda ,260834,11635221
11805,Odisha,2022,3,kandhamal ,123544,20408655
11806,Odisha,2022,3,deogarh ,55962,8639893
11807,Odisha,2022,3,sundargarh ,658859,49671724
11808,Odisha,2022,3,jagatsinghapur ,436498,5968654
11809,Odisha,2022,3,balangir ,353484,39157906
11810,Odisha,2022,3,baleshwar ,812109,15492753
11811,Odisha,2022,3,puri ,627710,12891436
11812,Odisha,2022,3,sonepur ,140448,12360126
11813,Odisha,2022,3,khordha ,2025108,20626170
11814,Odisha,2022,3,boudh ,86776,11356098
11815,Odisha,2022,3,gajapati ,111136,18699712
11816,Odisha,2022,3,nayagarh ,290094,14922946
11817,Odisha,2022,3,nabarangpur ,131269,36138099
11818,Odisha,2022,3,kendrapara ,428410,10854747
11819,Odisha,2022,3,cuttack ,1135881,16934098
11820,Odisha,2022,4,rayagada ,233250,14316175
11821,Odisha,2022,4,koraput ,260639,16992431
11822,Odisha,2022,4,malkangiri ,93093,6342406
11823,Odisha,2022,4,sambalpur ,392612,21257755
11824,Odisha,2022,4,kalahandi ,330196,18366255
11825,Odisha,2022,4,anugul ,486514,22286387
11826,Odisha,2022,4,ganjam ,1105095,51733365
11827,Odisha,2022,4,jajapur ,743948,41705177
11828,Odisha,2022,4,bargarh ,334060,16393602
11829,Odisha,2022,4,dhenkanal ,389751,18946953
11830,Odisha,2022,4,bhadrak ,560896,26309764
11831,Odisha,2022,4,nuapada ,111771,6654100
11832,Odisha,2022,4,kendujhar ,547019,28270009
11833,Odisha,2022,4,mayurbhanj ,495920,22223760
11834,Odisha,2022,4,jharsuguda ,273411,15959473
11835,Odisha,2022,4,kandhamal ,129217,5092507
11836,Odisha,2022,4,deogarh ,58213,2499036
11837,Odisha,2022,4,sundargarh ,689753,36013906
11838,Odisha,2022,4,jagatsinghapur ,457355,21518826
11839,Odisha,2022,4,balangir ,369088,18504795
11840,Odisha,2022,4,baleshwar ,850800,38032263
11841,Odisha,2022,4,puri ,657668,32735944
11842,Odisha,2022,4,sonepur ,146518,6082316
11843,Odisha,2022,4,khordha ,2124474,121676587
11844,Odisha,2022,4,boudh ,90477,3930821
11845,Odisha,2022,4,gajapati ,116235,6529748
11846,Odisha,2022,4,nayagarh ,303718,12978384
11847,Odisha,2022,4,nabarangpur ,136384,9757473
11848,Odisha,2022,4,kendrapara ,448239,22329029
11849,Odisha,2022,4,cuttack ,1190925,60660007
11850,Odisha,2023,1,rayagada ,244361,41877308
11851,Odisha,2023,1,koraput ,272545,76368959
11852,Odisha,2023,1,malkangiri ,97476,33570173
11853,Odisha,2023,1,sambalpur ,410880,34949887
11854,Odisha,2023,1,kalahandi ,346059,52355760
11855,Odisha,2023,1,anugul ,509422,26034792
11856,Odisha,2023,1,ganjam ,1156695,48949213
11857,Odisha,2023,1,jajapur ,779435,14136512
11858,Odisha,2023,1,bargarh ,349731,32727699
11859,Odisha,2023,1,dhenkanal ,408554,32611252
11860,Odisha,2023,1,bhadrak ,587089,10221519
11861,Odisha,2023,1,nuapada ,116868,27717325
11862,Odisha,2023,1,kendujhar ,573097,56965598
11863,Odisha,2023,1,mayurbhanj ,519691,62295715
11864,Odisha,2023,1,jharsuguda ,286528,14203446
11865,Odisha,2023,1,kandhamal ,135276,26810679
11866,Odisha,2023,1,deogarh ,60935,13180411
11867,Odisha,2023,1,sundargarh ,721849,65121077
11868,Odisha,2023,1,jagatsinghapur ,478526,7618009
11869,Odisha,2023,1,balangir ,386539,45307557
11870,Odisha,2023,1,baleshwar ,890218,17216027
11871,Odisha,2023,1,puri ,687988,16373208
11872,Odisha,2023,1,sonepur ,153663,17078413
11873,Odisha,2023,1,khordha ,2220922,21174048
11874,Odisha,2023,1,boudh ,94733,14508664
11875,Odisha,2023,1,gajapati ,121770,25202832
11876,Odisha,2023,1,nayagarh ,317861,14302029
11877,Odisha,2023,1,nabarangpur ,142795,54308662
11878,Odisha,2023,1,kendrapara ,469483,10361321
11879,Odisha,2023,1,cuttack ,1246094,15939538
11880,Odisha,2023,2,rayagada ,255351,45924966
11881,Odisha,2023,2,koraput ,284656,79604370
11882,Odisha,2023,2,malkangiri ,102207,34648451
11883,Odisha,2023,2,sambalpur ,428364,28891094
11884,Odisha,2023,2,kalahandi ,362348,53565366
11885,Odisha,2023,2,anugul ,531744,28623488
11886,Odisha,2023,2,ganjam ,1206180,50277700
11887,Odisha,2023,2,jajapur ,812448,16119391
11888,Odisha,2023,2,bargarh ,365839,30351267
11889,Odisha,2023,2,dhenkanal ,426807,34708000
11890,Odisha,2023,2,bhadrak ,612055,10411492
11891,Odisha,2023,2,nuapada ,122535,25734882
11892,Odisha,2023,2,kendujhar ,598879,50839178
11893,Odisha,2023,2,mayurbhanj ,544278,60545972
11894,Odisha,2023,2,jharsuguda ,298784,13488327
11895,Odisha,2023,2,kandhamal ,141530,27111324
11896,Odisha,2023,2,deogarh ,63936,12027190
11897,Odisha,2023,2,sundargarh ,752827,63031631
11898,Odisha,2023,2,jagatsinghapur ,498811,8373184
11899,Odisha,2023,2,balangir ,404297,47903145
11900,Odisha,2023,2,baleshwar ,928537,16606784
11901,Odisha,2023,2,puri ,716985,15127178
11902,Odisha,2023,2,sonepur ,160775,14353933
11903,Odisha,2023,2,khordha ,2305026,17260945
11904,Odisha,2023,2,boudh ,99233,17947634
11905,Odisha,2023,2,gajapati ,127250,24501529
11906,Odisha,2023,2,nayagarh ,331761,14169514
11907,Odisha,2023,2,nabarangpur ,149899,49295614
11908,Odisha,2023,2,kendrapara ,489599,11413659
11909,Odisha,2023,2,cuttack ,1297120,15592723
11910,Odisha,2023,3,rayagada ,266420,53618607
11911,Odisha,2023,3,koraput ,296920,90358852
11912,Odisha,2023,3,malkangiri ,106928,38184730
11913,Odisha,2023,3,sambalpur ,446108,29609358
11914,Odisha,2023,3,kalahandi ,378083,66392328
11915,Odisha,2023,3,anugul ,554273,27502722
11916,Odisha,2023,3,ganjam ,1256950,42958203
11917,Odisha,2023,3,jajapur ,845882,13530785
11918,Odisha,2023,3,bargarh ,381349,31726477
11919,Odisha,2023,3,dhenkanal ,444835,24902851
11920,Odisha,2023,3,bhadrak ,637667,9140582
11921,Odisha,2023,3,nuapada ,128118,25641846
11922,Odisha,2023,3,kendujhar ,624670,55330402
11923,Odisha,2023,3,mayurbhanj ,568108,69695447
11924,Odisha,2023,3,jharsuguda ,311323,15964323
11925,Odisha,2023,3,kandhamal ,147796,46295194
11926,Odisha,2023,3,deogarh ,66771,14158506
11927,Odisha,2023,3,sundargarh ,783750,75926768
11928,Odisha,2023,3,jagatsinghapur ,519617,5392680
11929,Odisha,2023,3,balangir ,421788,65574122
11930,Odisha,2023,3,baleshwar ,967259,12842467
11931,Odisha,2023,3,puri ,746565,11675120
11932,Odisha,2023,3,sonepur ,167785,15023017
11933,Odisha,2023,3,khordha ,2395932,19631346
11934,Odisha,2023,3,boudh ,103662,16833234
11935,Odisha,2023,3,gajapati ,132903,26306500
11936,Odisha,2023,3,nayagarh ,345910,18566125
11937,Odisha,2023,3,nabarangpur ,156943,58455767
11938,Odisha,2023,3,kendrapara ,510157,4874109
11939,Odisha,2023,3,cuttack ,1349987,16117583
11940,Odisha,2023,4,rayagada ,277066,16305717
11941,Odisha,2023,4,koraput ,308178,21019500
11942,Odisha,2023,4,malkangiri ,111210,9208546
11943,Odisha,2023,4,sambalpur ,462817,19912519
11944,Odisha,2023,4,kalahandi ,393258,23331126
11945,Odisha,2023,4,anugul ,575864,19390073
11946,Odisha,2023,4,ganjam ,1305472,44747753
11947,Odisha,2023,4,jajapur ,878546,28192396
11948,Odisha,2023,4,bargarh ,396730,21000983
11949,Odisha,2023,4,dhenkanal ,462840,18672301
11950,Odisha,2023,4,bhadrak ,662206,23322298
11951,Odisha,2023,4,nuapada ,133129,9960257
11952,Odisha,2023,4,kendujhar ,649376,31443794
11953,Odisha,2023,4,mayurbhanj ,591163,30472034
11954,Odisha,2023,4,jharsuguda ,323114,16967650
11955,Odisha,2023,4,kandhamal ,153515,8497034
11956,Odisha,2023,4,deogarh ,69566,3821378
11957,Odisha,2023,4,sundargarh ,813266,38796685
11958,Odisha,2023,4,jagatsinghapur ,539925,16306956
11959,Odisha,2023,4,balangir ,438473,24715286
11960,Odisha,2023,4,baleshwar ,1004861,37096927
11961,Odisha,2023,4,puri ,775121,26920209
11962,Odisha,2023,4,sonepur ,174735,6423241
11963,Odisha,2023,4,khordha ,2480213,93695172
11964,Odisha,2023,4,boudh ,107895,4877679
11965,Odisha,2023,4,gajapati ,138201,6258770
11966,Odisha,2023,4,nayagarh ,359446,9462219
11967,Odisha,2023,4,nabarangpur ,163272,16188807
11968,Odisha,2023,4,kendrapara ,530267,17738087
11969,Odisha,2023,4,cuttack ,1401267,56559684
11970,Odisha,2024,1,rayagada ,289418,84231218
11971,Odisha,2024,1,koraput ,321793,155614838
11972,Odisha,2024,1,malkangiri ,116714,35002261
11973,Odisha,2024,1,sambalpur ,482779,37822086
11974,Odisha,2024,1,kalahandi ,411197,75443994
11975,Odisha,2024,1,anugul ,600818,27707524
11976,Odisha,2024,1,ganjam ,1360516,49825742
11977,Odisha,2024,1,jajapur ,915677,7439403
11978,Odisha,2024,1,bargarh ,414483,30828088
11979,Odisha,2024,1,dhenkanal ,483284,25394579
11980,Odisha,2024,1,bhadrak ,690358,10475412
11981,Odisha,2024,1,nuapada ,139178,37343290
11982,Odisha,2024,1,kendujhar ,678417,66960668
11983,Odisha,2024,1,mayurbhanj ,617734,71282218
11984,Odisha,2024,1,jharsuguda ,336999,12247256
11985,Odisha,2024,1,kandhamal ,160365,57762836
11986,Odisha,2024,1,deogarh ,72961,17370714
11987,Odisha,2024,1,sundargarh ,847722,93123945
11988,Odisha,2024,1,jagatsinghapur ,562773,6821440
11989,Odisha,2024,1,balangir ,457944,91531478
11990,Odisha,2024,1,baleshwar ,1047618,21191336
11991,Odisha,2024,1,puri ,807052,9926271
11992,Odisha,2024,1,sonepur ,182955,12909994
11993,Odisha,2024,1,khordha ,2577853,20194548
11994,Odisha,2024,1,boudh ,112899,18568686
11995,Odisha,2024,1,gajapati ,144440,32062714
11996,Odisha,2024,1,nayagarh ,375269,19411288
11997,Odisha,2024,1,nabarangpur ,171513,103063932
11998,Odisha,2024,1,kendrapara ,553069,6162737
11999,Odisha,2024,1,cuttack ,1459368,9630613
12000,Puducherry,2018,1,karaikal ,3628,0
12001,Puducherry,2018,1,puducherry ,42117,0
12002,Puducherry,2018,1,yanam ,2500,0
12003,Puducherry,2018,1,mahe ,1073,0
12004,Puducherry,2018,2,karaikal ,5393,0
12005,Puducherry,2018,2,puducherry ,55513,0
12006,Puducherry,2018,2,yanam ,3232,0
12007,Puducherry,2018,2,mahe ,1442,0
12008,Puducherry,2018,3,karaikal ,7174,0
12009,Puducherry,2018,3,puducherry ,68634,0
12010,Puducherry,2018,3,yanam ,3926,0
12011,Puducherry,2018,3,mahe ,1812,0
12012,Puducherry,2018,4,karaikal ,9578,0
12013,Puducherry,2018,4,puducherry ,92629,0
12014,Puducherry,2018,4,yanam ,4901,0
12015,Puducherry,2018,4,mahe ,2386,0
12016,Puducherry,2019,1,karaikal ,11549,0
12017,Puducherry,2019,1,puducherry ,112798,0
12018,Puducherry,2019,1,yanam ,5814,0
12019,Puducherry,2019,1,mahe ,2898,0
12020,Puducherry,2019,2,karaikal ,13827,45356
12021,Puducherry,2019,2,puducherry ,132703,566583
12022,Puducherry,2019,2,yanam ,6485,39930
12023,Puducherry,2019,2,mahe ,3443,10063
12024,Puducherry,2019,3,karaikal ,15875,175756
12025,Puducherry,2019,3,puducherry ,150642,2105679
12026,Puducherry,2019,3,yanam ,7342,158152
12027,Puducherry,2019,3,mahe ,4009,37335
12028,Puducherry,2019,4,karaikal ,18134,230172
12029,Puducherry,2019,4,puducherry ,173175,2763947
12030,Puducherry,2019,4,yanam ,8287,220025
12031,Puducherry,2019,4,mahe ,4696,48978
12032,Puducherry,2020,1,karaikal ,20775,261910
12033,Puducherry,2020,1,puducherry ,195398,3223716
12034,Puducherry,2020,1,yanam ,9266,278779
12035,Puducherry,2020,1,mahe ,5469,56538
12036,Puducherry,2020,2,karaikal ,23612,239666
12037,Puducherry,2020,2,puducherry ,215429,2472371
12038,Puducherry,2020,2,yanam ,10164,283991
12039,Puducherry,2020,2,mahe ,6395,61580
12040,Puducherry,2020,3,karaikal ,26910,303955
12041,Puducherry,2020,3,puducherry ,239707,3437500
12042,Puducherry,2020,3,yanam ,11054,396823
12043,Puducherry,2020,3,mahe ,7502,83881
12044,Puducherry,2020,4,karaikal ,30982,444319
12045,Puducherry,2020,4,puducherry ,267946,5242950
12046,Puducherry,2020,4,yanam ,12131,565602
12047,Puducherry,2020,4,mahe ,8567,124265
12048,Puducherry,2021,1,karaikal ,33876,582052
12049,Puducherry,2021,1,puducherry ,290107,6568964
12050,Puducherry,2021,1,yanam ,13005,612423
12051,Puducherry,2021,1,mahe ,9291,151068
12052,Puducherry,2021,2,karaikal ,36328,493882
12053,Puducherry,2021,2,puducherry ,309892,4103659
12054,Puducherry,2021,2,yanam ,13854,479412
12055,Puducherry,2021,2,mahe ,9887,101963
12056,Puducherry,2021,3,karaikal ,39011,657821
12057,Puducherry,2021,3,puducherry ,332193,5490447
12058,Puducherry,2021,3,yanam ,14823,611578
12059,Puducherry,2021,3,mahe ,10582,139746
12060,Puducherry,2021,4,karaikal ,41695,1155805
12061,Puducherry,2021,4,puducherry ,354425,11785427
12062,Puducherry,2021,4,yanam ,15809,1029025
12063,Puducherry,2021,4,mahe ,11238,287311
12064,Puducherry,2022,1,karaikal ,44201,667015
12065,Puducherry,2022,1,puducherry ,375238,2813406
12066,Puducherry,2022,1,yanam ,16747,383417
12067,Puducherry,2022,1,mahe ,11865,74819
12068,Puducherry,2022,2,karaikal ,46573,782743
12069,Puducherry,2022,2,puducherry ,394977,2718826
12070,Puducherry,2022,2,yanam ,17644,253293
12071,Puducherry,2022,2,mahe ,12469,75428
12072,Puducherry,2022,3,karaikal ,49034,1156331
12073,Puducherry,2022,3,puducherry ,415847,2728263
12074,Puducherry,2022,3,yanam ,18606,212475
12075,Puducherry,2022,3,mahe ,13083,89842
12076,Puducherry,2022,4,karaikal ,51364,2116333
12077,Puducherry,2022,4,puducherry ,436067,20318650
12078,Puducherry,2022,4,yanam ,19579,1250177
