,State,Year,Quarter,district,registeredUsers,appOpens
11080,Nagaland,2020,2,tuensang ,4779,89346
11081,Nagaland,2020,2,peren ,2534,49593
11082,Nagaland,2020,2,dimapur ,63398,943503
11083,Nagaland,2020,2,zunheboto ,3647,72550
11084,Nagaland,2020,2,wokha ,5296,88851
11085,Nagaland,2020,3,mon ,13591,278675
11086,Nagaland,2020,3,phek ,6151,116457
11087,Nagaland,2020,3,longleng ,2731,50281
11088,Nagaland,2020,3,mokokchung ,13155,195554
11089,Nagaland,2020,3,kiphire ,3306,59821
11090,Nagaland,2020,3,kohima ,31483,486239
11091,Nagaland,2020,3,tuensang ,7220,132509
11092,Nagaland,2020,3,peren ,3486,63251
11093,Nagaland,2020,3,dimapur ,79061,1243188
11094,Nagaland,2020,3,zunheboto ,4942,95585
11095,Nagaland,2020,3,wokha ,7980,147082
11096,Nagaland,2020,4,mon ,14932,210817
11097,Nagaland,2020,4,phek ,6888,116654
11098,Nagaland,2020,4,longleng ,3091,53696
11099,Nagaland,2020,4,mokokchung ,14511,193976
11100,Nagaland,2020,4,kiphire ,3629,49752
11101,Nagaland,2020,4,kohima ,34872,506507
11102,Nagaland,2020,4,tuensang ,8177,123923
11103,Nagaland,2020,4,peren ,3919,59618
11104,Nagaland,2020,4,dimapur ,87807,1378850
11105,Nagaland,2020,4,zunheboto ,5541,88612
11106,Nagaland,2020,4,wokha ,8821,139716
11107,Nagaland,2021,1,mon ,16154,207141
11108,Nagaland,2021,1,phek ,7536,115057
11109,Nagaland,2021,1,longleng ,3428,58910
11110,Nagaland,2021,1,mokokchung ,15634,194365
11111,Nagaland,2021,1,kiphire ,3904,50891
11112,Nagaland,2021,1,kohima ,37488,530009
11113,Nagaland,2021,1,tuensang ,8866,118643
11114,Nagaland,2021,1,peren ,4286,59784
11115,Nagaland,2021,1,dimapur ,94968,1432598
11116,Nagaland,2021,1,zunheboto ,6013,81959
11117,Nagaland,2021,1,wokha ,9531,131224
11118,Nagaland,2021,2,mon ,17389,824300
11119,Nagaland,2021,2,phek ,8134,698566
11120,Nagaland,2021,2,longleng ,3696,336996
11121,Nagaland,2021,2,mokokchung ,16857,575184
11122,Nagaland,2021,2,kiphire ,4224,248094
11123,Nagaland,2021,2,kohima ,40277,831177
11124,Nagaland,2021,2,tuensang ,9565,462581
11125,Nagaland,2021,2,peren ,4641,320237
11126,Nagaland,2021,2,dimapur ,101835,1414183
11127,Nagaland,2021,2,zunheboto ,6487,513142
11128,Nagaland,2021,2,wokha ,10232,492432
11129,Nagaland,2021,3,mon ,18911,1029901
11130,Nagaland,2021,3,phek ,8933,1030765
11131,Nagaland,2021,3,longleng ,4081,349624
11132,Nagaland,2021,3,mokokchung ,18340,801280
11133,Nagaland,2021,3,kiphire ,4626,279525
11134,Nagaland,2021,3,kohima ,43467,1074462
11135,Nagaland,2021,3,tuensang ,10433,675034
11136,Nagaland,2021,3,peren ,5089,434939
11137,Nagaland,2021,3,dimapur ,109644,1768717
11138,Nagaland,2021,3,zunheboto ,7147,583917
11139,Nagaland,2021,3,wokha ,11126,633827
11140,Nagaland,2021,4,mon ,20409,427566
11141,Nagaland,2021,4,phek ,9753,298676
11142,Nagaland,2021,4,longleng ,4457,120703
11143,Nagaland,2021,4,mokokchung ,19747,404932
11144,Nagaland,2021,4,kiphire ,5047,109617
11145,Nagaland,2021,4,kohima ,46621,1100010
11146,Nagaland,2021,4,tuensang ,11300,252598
11147,Nagaland,2021,4,peren ,5509,151217
11148,Nagaland,2021,4,dimapur ,117388,3026184
11149,Nagaland,2021,4,zunheboto ,7765,178142
11150,Nagaland,2021,4,wokha ,11994,313692
11151,Nagaland,2022,1,mon ,21773,3482625
11152,Nagaland,2022,1,phek ,10413,2897460
11153,Nagaland,2022,1,longleng ,4772,1154178
11154,Nagaland,2022,1,mokokchung ,21029,2505397
11155,Nagaland,2022,1,kiphire ,5368,1305848
11156,Nagaland,2022,1,kohima ,49523,1741671
11157,Nagaland,2022,1,tuensang ,12057,2545145
11158,Nagaland,2022,1,peren ,5881,1439905
11159,Nagaland,2022,1,dimapur ,124644,2509940
11160,Nagaland,2022,1,zunheboto ,8280,2214871
11161,Nagaland,2022,1,wokha ,12743,2409013
11162,Nagaland,2022,2,mon ,23037,3821181
11163,Nagaland,2022,2,phek ,11005,3435858
11164,Nagaland,2022,2,longleng ,5029,1179216
11165,Nagaland,2022,2,mokokchung ,22136,2652528
11166,Nagaland,2022,2,kiphire ,5687,1607993
11167,Nagaland,2022,2,kohima ,52343,2058108
11168,Nagaland,2022,2,tuensang ,12747,3216508
11169,Nagaland,2022,2,peren ,6212,1814906
11170,Nagaland,2022,2,dimapur ,131738,2935606
11171,Nagaland,2022,2,zunheboto ,8753,2960517
11172,Nagaland,2022,2,wokha ,13417,2970010
11173,Nagaland,2022,3,mon ,24237,4897532
11174,Nagaland,2022,3,phek ,11494,4023861
11175,Nagaland,2022,3,longleng ,5296,1261486
11176,Nagaland,2022,3,mokokchung ,23192,2846226
11177,Nagaland,2022,3,kiphire ,5963,1467835
11178,Nagaland,2022,3,kohima ,55046,2961074
11179,Nagaland,2022,3,tuensang ,13393,3246736
11180,Nagaland,2022,3,peren ,6534,1704388
11181,Nagaland,2022,3,dimapur ,139011,3144275
11182,Nagaland,2022,3,zunheboto ,9128,2539990
11183,Nagaland,2022,3,wokha ,14092,3135963
11184,Nagaland,2022,4,mon ,25340,944668
11185,Nagaland,2022,4,phek ,11847,510573
11186,Nagaland,2022,4,longleng ,5473,179637
11187,Nagaland,2022,4,mokokchung ,24045,629958
11188,Nagaland,2022,4,kiphire ,6211,205395
11189,Nagaland,2022,4,kohima ,57592,2012490
11190,Nagaland,2022,4,tuensang ,13900,447454
11191,Nagaland,2022,4,peren ,6750,258849
11192,Nagaland,2022,4,dimapur ,145923,5066680
11193,Nagaland,2022,4,zunheboto ,9422,269436
11194,Nagaland,2022,4,wokha ,14702,646442
11195,Nagaland,2023,1,mon ,26501,5931729
11196,Nagaland,2023,1,phek ,12359,4415636
11197,Nagaland,2023,1,longleng ,5691,2171039
11198,Nagaland,2023,1,mokokchung ,25058,2635662
11199,Nagaland,2023,1,kiphire ,6491,1263369
11200,Nagaland,2023,1,kohima ,60269,4162795
11201,Nagaland,2023,1,tuensang ,14523,3341635
11202,Nagaland,2023,1,peren ,7042,1457015
11203,Nagaland,2023,1,dimapur ,152828,3381140
11204,Nagaland,2023,1,zunheboto ,9817,2411041
11205,Nagaland,2023,1,wokha ,15357,4056093
11206,Nagaland,2023,2,mon ,27813,5295166
11207,Nagaland,2023,2,phek ,13007,3589616
11208,Nagaland,2023,2,longleng ,5984,974762
11209,Nagaland,2023,2,mokokchung ,26232,4464242
11210,Nagaland,2023,2,kiphire ,6792,915780
11211,Nagaland,2023,2,kohima ,62890,3748710
11212,Nagaland,2023,2,tuensang ,15272,3253051
11213,Nagaland,2023,2,peren ,7407,2074213
11214,Nagaland,2023,2,dimapur ,159224,4241175
11215,Nagaland,2023,2,zunheboto ,10327,1695437
11216,Nagaland,2023,2,wokha ,16076,3359928
11217,Nagaland,2023,3,mon ,29096,14455753
11218,Nagaland,2023,3,phek ,13632,5214062
11219,Nagaland,2023,3,longleng ,6317,2821050
11220,Nagaland,2023,3,mokokchung ,27434,4498336
11221,Nagaland,2023,3,kiphire ,7130,2857503
11222,Nagaland,2023,3,kohima ,65492,4274410
11223,Nagaland,2023,3,tuensang ,15941,3582164
11224,Nagaland,2023,3,peren ,7771,2573266
11225,Nagaland,2023,3,dimapur ,165789,5705581
11226,Nagaland,2023,3,zunheboto ,10809,2642056
11227,Nagaland,2023,3,wokha ,16792,3360875
11228,Nagaland,2023,4,mon ,30439,1942512
11229,Nagaland,2023,4,phek ,14221,711256
11230,Nagaland,2023,4,longleng ,6574,543710
11231,Nagaland,2023,4,mokokchung ,28574,877669
11232,Nagaland,2023,4,kiphire ,7458,333376
11233,Nagaland,2023,4,kohima ,68041,3872287
11234,Nagaland,2023,4,tuensang ,16666,1463535
11235,Nagaland,2023,4,peren ,8085,269325
11236,Nagaland,2023,4,dimapur ,172342,8842999
11237,Nagaland,2023,4,zunheboto ,11283,414986
11238,Nagaland,2023,4,wokha ,17479,897347
11239,Nagaland,2024,1,mon ,31941,7910591
11240,Nagaland,2024,1,phek ,15014,4075681
11241,Nagaland,2024,1,longleng ,6951,2363136
11242,Nagaland,2024,1,mokokchung ,29997,3440865
11243,Nagaland,2024,1,kiphire ,7857,4548866
11244,Nagaland,2024,1,kohima ,70998,2945267
11245,Nagaland,2024,1,tuensang ,17533,5551213
11246,Nagaland,2024,1,peren ,8518,1623689
11247,Nagaland,2024,1,dimapur ,179628,6514167
11248,Nagaland,2024,1,zunheboto ,11884,2337055
11249,Nagaland,2024,1,wokha ,18309,5174551
11250,Odisha,2018,1,rayagada ,21756,0
11251,Odisha,2018,1,koraput ,25395,0
11252,Odisha,2018,1,malkangiri ,5396,0
11253,Odisha,2018,1,sambalpur ,47017,0
11254,Odisha,2018,1,kalahandi ,30605,0
11255,Odisha,2018,1,anugul ,56617,0
11256,Odisha,2018,1,ganjam ,126158,0
11257,Odisha,2018,1,jajapur ,81133,0
11258,Odisha,2018,1,bargarh ,32489,0
11259,Odisha,2018,1,dhenkanal ,46024,0
11260,Odisha,2018,1,bhadrak ,58050,0
11261,Odisha,2018,1,nuapada ,8252,0
11262,Odisha,2018,1,kendujhar ,58968,0
11263,Odisha,2018,1,mayurbhanj ,50472,0
11264,Odisha,2018,1,jharsuguda ,32514,0
11265,Odisha,2018,1,kandhamal ,10809,0
11266,Odisha,2018,1,deogarh ,5322,0
11267,Odisha,2018,1,sundargarh ,75201,0
11268,Odisha,2018,1,jagatsinghapur ,49264,0
11269,Odisha,2018,1,balangir ,35271,0
11270,Odisha,2018,1,baleshwar ,100919,0
11271,Odisha,2018,1,puri ,69923,0
11272,Odisha,2018,1,sonepur ,15900,0
11273,Odisha,2018,1,khordha ,308390,0
11274,Odisha,2018,1,boudh ,9077,0
11275,Odisha,2018,1,gajapati ,9743,0
11276,Odisha,2018,1,nayagarh ,33533,0
11277,Odisha,2018,1,nabarangpur ,9466,0
11278,Odisha,2018,1,kendrapara ,44379,0
11279,Odisha,2018,1,cuttack ,135972,0
11280,Odisha,2018,2,rayagada ,29995,0
11281,Odisha,2018,2,koraput ,34769,0
11282,Odisha,2018,2,malkangiri ,7742,0
11283,Odisha,2018,2,sambalpur ,63200,0
11284,Odisha,2018,2,kalahandi ,42458,0
11285,Odisha,2018,2,anugul ,76885,0
11286,Odisha,2018,2,ganjam ,169386,0
11287,Odisha,2018,2,jajapur ,114580,0
11288,Odisha,2018,2,bargarh ,45700,0
11289,Odisha,2018,2,dhenkanal ,64424,0
11290,Odisha,2018,2,bhadrak ,81249,0
11291,Odisha,2018,2,nuapada ,11826,0
11292,Odisha,2018,2,kendujhar ,83050,0
11293,Odisha,2018,2,mayurbhanj ,71366,0
11294,Odisha,2018,2,jharsuguda ,43568,0
11295,Odisha,2018,2,kandhamal ,15002,0
11296,Odisha,2018,2,deogarh ,7264,0
11297,Odisha,2018,2,sundargarh ,102838,0
11298,Odisha,2018,2,jagatsinghapur ,69081,0
11299,Odisha,2018,2,balangir ,49147,0
11300,Odisha,2018,2,baleshwar ,139968,0
11301,Odisha,2018,2,puri ,97920,0
11302,Odisha,2018,2,sonepur ,22064,0
11303,Odisha,2018,2,khordha ,406689,0
11304,Odisha,2018,2,boudh ,12134,0
11305,Odisha,2018,2,gajapati ,13397,0
11306,Odisha,2018,2,nayagarh ,46904,0
11307,Odisha,2018,2,nabarangpur ,13372,0
11308,Odisha,2018,2,kendrapara ,62080,0
11309,Odisha,2018,2,cuttack ,187723,0
11310,Odisha,2018,3,rayagada ,38980,0
11311,Odisha,2018,3,koraput ,45191,0
11312,Odisha,2018,3,malkangiri ,10882,0
11313,Odisha,2018,3,sambalpur ,79932,0
11314,Odisha,2018,3,kalahandi ,55262,0
11315,Odisha,2018,3,anugul ,97856,0
11316,Odisha,2018,3,ganjam ,217114,0
11317,Odisha,2018,3,jajapur ,149049,0
11318,Odisha,2018,3,bargarh ,60736,0
11319,Odisha,2018,3,dhenkanal ,81576,0
11320,Odisha,2018,3,bhadrak ,105030,0
11321,Odisha,2018,3,nuapada ,15932,0
11322,Odisha,2018,3,kendujhar ,108387,0
11323,Odisha,2018,3,mayurbhanj ,92892,0
11324,Odisha,2018,3,jharsuguda ,57490,0
11325,Odisha,2018,3,kandhamal ,20022,0
11326,Odisha,2018,3,deogarh ,9725,0
11327,Odisha,2018,3,sundargarh ,130288,0
11328,Odisha,2018,3,jagatsinghapur ,87768,0
11329,Odisha,2018,3,balangir ,64699,0
11330,Odisha,2018,3,baleshwar ,180370,0
11331,Odisha,2018,3,puri ,124859,0
11332,Odisha,2018,3,sonepur ,29402,0
11333,Odisha,2018,3,khordha ,499472,0
11334,Odisha,2018,3,boudh ,16146,0
11335,Odisha,2018,3,gajapati ,17730,0
11336,Odisha,2018,3,nayagarh ,61134,0
11337,Odisha,2018,3,nabarangpur ,18387,0
11338,Odisha,2018,3,kendrapara ,80340,0
11339,Odisha,2018,3,cuttack ,239067,0
11340,Odisha,2018,4,rayagada ,51281,0
11341,Odisha,2018,4,koraput ,58321,0
11342,Odisha,2018,4,malkangiri ,15080,0
11343,Odisha,2018,4,sambalpur ,101471,0
11344,Odisha,2018,4,kalahandi ,73404,0
11345,Odisha,2018,4,anugul ,124644,0
11346,Odisha,2018,4,ganjam ,279943,0
11347,Odisha,2018,4,jajapur ,201210,0
11348,Odisha,2018,4,bargarh ,79840,0
11349,Odisha,2018,4,dhenkanal ,104500,0
11350,Odisha,2018,4,bhadrak ,141565,0
11351,Odisha,2018,4,nuapada ,21322,0
11352,Odisha,2018,4,kendujhar ,142222,0
11353,Odisha,2018,4,mayurbhanj ,119705,0
11354,Odisha,2018,4,jharsuguda ,73264,0
11355,Odisha,2018,4,kandhamal ,26556,0
11356,Odisha,2018,4,deogarh ,12875,0
11357,Odisha,2018,4,sundargarh ,166328,0
11358,Odisha,2018,4,jagatsinghapur ,114945,0
11359,Odisha,2018,4,balangir ,85126,0
11360,Odisha,2018,4,baleshwar ,231913,0
11361,Odisha,2018,4,puri ,163528,0
11362,Odisha,2018,4,sonepur ,39160,0
11363,Odisha,2018,4,khordha ,626645,0
11364,Odisha,2018,4,boudh ,22366,0
11365,Odisha,2018,4,gajapati ,23328,0
11366,Odisha,2018,4,nayagarh ,81395,0
11367,Odisha,2018,4,nabarangpur ,24855,0
11368,Odisha,2018,4,kendrapara ,106782,0
11369,Odisha,2018,4,cuttack ,310337,0
11370,Odisha,2019,1,rayagada ,62764,0
11371,Odisha,2019,1,koraput ,70168,0
11372,Odisha,2019,1,malkangiri ,18853,0
11373,Odisha,2019,1,sambalpur ,120726,0
11374,Odisha,2019,1,kalahandi ,88614,0
11375,Odisha,2019,1,anugul ,150627,0
11376,Odisha,2019,1,ganjam ,332190,0
11377,Odisha,2019,1,jajapur ,236643,0
11378,Odisha,2019,1,bargarh ,95811,0
11379,Odisha,2019,1,dhenkanal ,123780,0
11380,Odisha,2019,1,bhadrak ,166600,0
11381,Odisha,2019,1,nuapada ,26448,0
11382,Odisha,2019,1,kendujhar ,167750,0
11383,Odisha,2019,1,mayurbhanj ,141789,0
11384,Odisha,2019,1,jharsuguda ,86772,0
11385,Odisha,2019,1,kandhamal ,32425,0
11386,Odisha,2019,1,deogarh ,15760,0
11387,Odisha,2019,1,sundargarh ,198716,0
11388,Odisha,2019,1,jagatsinghapur ,138170,0
11389,Odisha,2019,1,balangir ,103334,0
11390,Odisha,2019,1,baleshwar ,271095,0
11391,Odisha,2019,1,puri ,195690,0
11392,Odisha,2019,1,sonepur ,46710,0
11393,Odisha,2019,1,khordha ,745457,0
11394,Odisha,2019,1,boudh ,27059,0
11395,Odisha,2019,1,gajapati ,29177,0
11396,Odisha,2019,1,nayagarh ,95412,0
11397,Odisha,2019,1,nabarangpur ,31360,0
11398,Odisha,2019,1,kendrapara ,128331,0
11399,Odisha,2019,1,cuttack ,372513,0
11400,Odisha,2019,2,rayagada ,72305,495755
11401,Odisha,2019,2,koraput ,81022,495742
11402,Odisha,2019,2,malkangiri ,22415,118642
11403,Odisha,2019,2,sambalpur ,135529,883414
11404,Odisha,2019,2,kalahandi ,101439,594930
11405,Odisha,2019,2,anugul ,169261,1111495
11406,Odisha,2019,2,ganjam ,373530,2473198
11407,Odisha,2019,2,jajapur ,260311,1846911
11408,Odisha,2019,2,bargarh ,108642,590814
11409,Odisha,2019,2,dhenkanal ,137527,892725
11410,Odisha,2019,2,bhadrak ,187084,1241073
11411,Odisha,2019,2,nuapada ,31028,169508
11412,Odisha,2019,2,kendujhar ,188657,1240564
11413,Odisha,2019,2,mayurbhanj ,160372,914245
11414,Odisha,2019,2,jharsuguda ,96854,666626
11415,Odisha,2019,2,kandhamal ,37163,224490
11416,Odisha,2019,2,deogarh ,18095,115108
11417,Odisha,2019,2,sundargarh ,226776,1387389
11418,Odisha,2019,2,jagatsinghapur ,153830,978199
11419,Odisha,2019,2,balangir ,117914,675453
11420,Odisha,2019,2,baleshwar ,299757,1895403
11421,Odisha,2019,2,puri ,217206,1311018
11422,Odisha,2019,2,sonepur ,51948,322469
11423,Odisha,2019,2,khordha ,826007,7930262
11424,Odisha,2019,2,boudh ,30269,181501
11425,Odisha,2019,2,gajapati ,34063,228235
11426,Odisha,2019,2,nayagarh ,106745,714824
11427,Odisha,2019,2,nabarangpur ,37091,215008
11428,Odisha,2019,2,kendrapara ,144710,977239
11429,Odisha,2019,2,cuttack ,417809,3063305
11430,Odisha,2019,3,rayagada ,81196,1883106
11431,Odisha,2019,3,koraput ,90678,1770193
11432,Odisha,2019,3,malkangiri ,25857,446171
11433,Odisha,2019,3,sambalpur ,149742,3503548
11434,Odisha,2019,3,kalahandi ,112424,2118541
11435,Odisha,2019,3,anugul ,187022,4028738
11436,Odisha,2019,3,ganjam ,414068,8383336
11437,Odisha,2019,3,jajapur ,290776,6991225
11438,Odisha,2019,3,bargarh ,119622,1973668
11439,Odisha,2019,3,dhenkanal ,150597,3279953
11440,Odisha,2019,3,bhadrak ,208757,4377167
11441,Odisha,2019,3,nuapada ,34914,568521
11442,Odisha,2019,3,kendujhar ,208218,4496490
11443,Odisha,2019,3,mayurbhanj ,176327,3166440
11444,Odisha,2019,3,jharsuguda ,106457,2336777
11445,Odisha,2019,3,kandhamal ,41900,795760
11446,Odisha,2019,3,deogarh ,19720,385807
11447,Odisha,2019,3,sundargarh ,253356,5131770
11448,Odisha,2019,3,jagatsinghapur ,171851,3598002
11449,Odisha,2019,3,balangir ,130092,2336121
11450,Odisha,2019,3,baleshwar ,329289,7191498
11451,Odisha,2019,3,puri ,247141,5911543
11452,Odisha,2019,3,sonepur ,56059,1076619
11453,Odisha,2019,3,khordha ,916565,33532118
11454,Odisha,2019,3,boudh ,33031,649830
11455,Odisha,2019,3,gajapati ,38597,854904
11456,Odisha,2019,3,nayagarh ,118109,2576604
11457,Odisha,2019,3,nabarangpur ,41265,760438
11458,Odisha,2019,3,kendrapara ,160728,3266982
11459,Odisha,2019,3,cuttack ,472851,12789586
11460,Odisha,2019,4,rayagada ,92855,2572175
11461,Odisha,2019,4,koraput ,102837,2326008
11462,Odisha,2019,4,malkangiri ,31023,632262
11463,Odisha,2019,4,sambalpur ,168622,4708646
11464,Odisha,2019,4,kalahandi ,129224,3046813
11465,Odisha,2019,4,anugul ,211167,5740433
11466,Odisha,2019,4,ganjam ,469522,12099189
11467,Odisha,2019,4,jajapur ,332074,10791411
11468,Odisha,2019,4,bargarh ,136729,3019216
11469,Odisha,2019,4,dhenkanal ,170565,5199811
11470,Odisha,2019,4,bhadrak ,243586,7595626
11471,Odisha,2019,4,nuapada ,40688,821156
11472,Odisha,2019,4,kendujhar ,234041,6256026
11473,Odisha,2019,4,mayurbhanj ,203618,4795515
11474,Odisha,2019,4,jharsuguda ,117987,3043576
11475,Odisha,2019,4,kandhamal ,48304,1084664
11476,Odisha,2019,4,deogarh ,22648,574934
11477,Odisha,2019,4,sundargarh ,284913,6637700
11478,Odisha,2019,4,jagatsinghapur ,197964,5466695
11479,Odisha,2019,4,balangir ,148963,3375561
11480,Odisha,2019,4,baleshwar ,377976,13408306
11481,Odisha,2019,4,puri ,285955,8659610
11482,Odisha,2019,4,sonepur ,62975,1776783
11483,Odisha,2019,4,khordha ,1014134,44567691
11484,Odisha,2019,4,boudh ,37879,1013838
11485,Odisha,2019,4,gajapati ,44569,1166530
11486,Odisha,2019,4,nayagarh ,135006,4436958
11487,Odisha,2019,4,nabarangpur ,48075,1054713
11488,Odisha,2019,4,kendrapara ,186668,5492952
11489,Odisha,2019,4,cuttack ,534970,18540921
11490,Odisha,2020,1,rayagada ,103064,3025726
11491,Odisha,2020,1,koraput ,113919,2622470
11492,Odisha,2020,1,malkangiri ,36017,810134
11493,Odisha,2020,1,sambalpur ,183534,4724765
11494,Odisha,2020,1,kalahandi ,142961,3197740
11495,Odisha,2020,1,anugul ,228339,5485228
11496,Odisha,2020,1,ganjam ,512643,12390552
11497,Odisha,2020,1,jajapur ,359087,9687172
11498,Odisha,2020,1,bargarh ,150139,2865892
11499,Odisha,2020,1,dhenkanal ,184164,4758117
11500,Odisha,2020,1,bhadrak ,265259,6416683
11501,Odisha,2020,1,nuapada ,46063,928386
11502,Odisha,2020,1,kendujhar ,253988,6031627
11503,Odisha,2020,1,mayurbhanj ,223893,4509442
11504,Odisha,2020,1,jharsuguda ,127804,3176128
11505,Odisha,2020,1,kandhamal ,53868,1143401
11506,Odisha,2020,1,deogarh ,25015,588130
11507,Odisha,2020,1,sundargarh ,313040,7099354
11508,Odisha,2020,1,jagatsinghapur ,216687,5184722
11509,Odisha,2020,1,balangir ,164257,3439280
11510,Odisha,2020,1,baleshwar ,410789,9737201
11511,Odisha,2020,1,puri ,311477,7876252
11512,Odisha,2020,1,sonepur ,68480,1509358
11513,Odisha,2020,1,khordha ,1083466,40264249
11514,Odisha,2020,1,boudh ,41238,931633
11515,Odisha,2020,1,gajapati ,49762,1430994
11516,Odisha,2020,1,nayagarh ,145821,3586937
11517,Odisha,2020,1,nabarangpur ,54715,1277587
11518,Odisha,2020,1,kendrapara ,205010,5058749
11519,Odisha,2020,1,cuttack ,578471,16160713
11520,Odisha,2020,2,rayagada ,114240,2859051
11521,Odisha,2020,2,koraput ,126636,2588267
11522,Odisha,2020,2,malkangiri ,41696,882743
11523,Odisha,2020,2,sambalpur ,201035,3888601
11524,Odisha,2020,2,kalahandi ,160811,3389921
11525,Odisha,2020,2,anugul ,248700,5337471
11526,Odisha,2020,2,ganjam ,560047,11974700
11527,Odisha,2020,2,jajapur ,387797,9254465
11528,Odisha,2020,2,bargarh ,167531,3024771
11529,Odisha,2020,2,dhenkanal ,200973,4661195
11530,Odisha,2020,2,bhadrak ,289015,6485760
11531,Odisha,2020,2,nuapada ,53151,1077096
11532,Odisha,2020,2,kendujhar ,277734,5986548
11533,Odisha,2020,2,mayurbhanj ,247446,4440857
11534,Odisha,2020,2,jharsuguda ,140220,3167223
11535,Odisha,2020,2,kandhamal ,61330,1296520
11536,Odisha,2020,2,deogarh ,28252,638794
11537,Odisha,2020,2,sundargarh ,346937,6566112
11538,Odisha,2020,2,jagatsinghapur ,236758,5379176
11539,Odisha,2020,2,balangir ,183430,3519674
11540,Odisha,2020,2,baleshwar ,445299,8652777
11541,Odisha,2020,2,puri ,338770,7420337
11542,Odisha,2020,2,sonepur ,75331,1530473
11543,Odisha,2020,2,khordha ,1152010,23751632
11544,Odisha,2020,2,boudh ,45662,940501
11545,Odisha,2020,2,gajapati ,55642,1371800
11546,Odisha,2020,2,nayagarh ,157747,3696555
11547,Odisha,2020,2,nabarangpur ,62742,1303051
11548,Odisha,2020,2,kendrapara ,226451,5599454
11549,Odisha,2020,2,cuttack ,624922,13997247
11550,Odisha,2020,3,rayagada ,126410,3762788
11551,Odisha,2020,3,koraput ,141282,3437166
11552,Odisha,2020,3,malkangiri ,47520,1095975
11553,Odisha,2020,3,sambalpur ,219120,5114268
11554,Odisha,2020,3,kalahandi ,178315,4193630
11555,Odisha,2020,3,anugul ,270460,6884775
11556,Odisha,2020,3,ganjam ,611699,16162114
11557,Odisha,2020,3,jajapur ,417525,11824235
11558,Odisha,2020,3,bargarh ,184711,3628788
11559,Odisha,2020,3,dhenkanal ,218003,5681950
11560,Odisha,2020,3,bhadrak ,314312,8166867
11561,Odisha,2020,3,nuapada ,59403,1258669
11562,Odisha,2020,3,kendujhar ,302384,7716764
11563,Odisha,2020,3,mayurbhanj ,270844,5578497
11564,Odisha,2020,3,jharsuguda ,152813,4003243
11565,Odisha,2020,3,kandhamal ,69124,1578514
11566,Odisha,2020,3,deogarh ,31745,770291
11567,Odisha,2020,3,sundargarh ,381666,8667464
11568,Odisha,2020,3,jagatsinghapur ,257975,6866006
11569,Odisha,2020,3,balangir ,201628,4376520
11570,Odisha,2020,3,baleshwar ,481741,11256058
11571,Odisha,2020,3,puri ,369877,9556331
11572,Odisha,2020,3,sonepur ,81435,1721885
11573,Odisha,2020,3,khordha ,1232760,37649694
11574,Odisha,2020,3,boudh ,49769,1111802
11575,Odisha,2020,3,gajapati ,62087,1854939
11576,Odisha,2020,3,nayagarh ,170588,4500388
11577,Odisha,2020,3,nabarangpur ,70877,1618683
11578,Odisha,2020,3,kendrapara ,249580,7165704
11579,Odisha,2020,3,cuttack ,676102,18393658
11580,Odisha,2020,4,rayagada ,139714,5150470
11581,Odisha,2020,4,koraput ,157029,4690755
11582,Odisha,2020,4,malkangiri ,54166,1432194
11583,Odisha,2020,4,sambalpur ,238826,6917790
11584,Odisha,2020,4,kalahandi ,196340,5296877
11585,Odisha,2020,4,anugul ,293242,8883260
11586,Odisha,2020,4,ganjam ,669973,21285202
11587,Odisha,2020,4,jajapur ,451339,15145332
11588,Odisha,2020,4,bargarh ,202272,4624350
11589,Odisha,2020,4,dhenkanal ,236599,7290490
11590,Odisha,2020,4,bhadrak ,342034,10037935
11591,Odisha,2020,4,nuapada ,66020,1553389
11592,Odisha,2020,4,kendujhar ,328498,10002591
11593,Odisha,2020,4,mayurbhanj ,295929,7049868
11594,Odisha,2020,4,jharsuguda ,166109,5191792
11595,Odisha,2020,4,kandhamal ,77202,2083608
11596,Odisha,2020,4,deogarh ,34813,953637
11597,Odisha,2020,4,sundargarh ,418311,11577951
11598,Odisha,2020,4,jagatsinghapur ,280051,8638789
11599,Odisha,2020,4,balangir ,221229,5584366
11600,Odisha,2020,4,baleshwar ,520429,13732431
11601,Odisha,2020,4,puri ,402457,12511428
11602,Odisha,2020,4,sonepur ,88176,2109317
11603,Odisha,2020,4,khordha ,1323794,53302329
11604,Odisha,2020,4,boudh ,54203,1368082
11605,Odisha,2020,4,gajapati ,69150,2495923
11606,Odisha,2020,4,nayagarh ,184916,5735089
11607,Odisha,2020,4,nabarangpur ,79855,2148731
11608,Odisha,2020,4,kendrapara ,273289,8654637
11609,Odisha,2020,4,cuttack ,732786,24636680
11610,Odisha,2021,1,rayagada ,150744,5877848
11611,Odisha,2021,1,koraput ,169607,5295303
11612,Odisha,2021,1,malkangiri ,59019,1655456
11613,Odisha,2021,1,sambalpur ,256784,8185242
11614,Odisha,2021,1,kalahandi ,211780,6105047
11615,Odisha,2021,1,anugul ,315065,9789441
11616,Odisha,2021,1,ganjam ,721311,22659997
11617,Odisha,2021,1,jajapur ,484003,16338718
11618,Odisha,2021,1,bargarh ,217540,5256946
11619,Odisha,2021,1,dhenkanal ,253469,8034030
11620,Odisha,2021,1,bhadrak ,366825,10503983
11621,Odisha,2021,1,nuapada ,71558,1824578
11622,Odisha,2021,1,kendujhar ,352967,10953093
